,word,count,type
766,News,2,ncomp
767,interceptor,3,ncomp
768,training,3,ncomp
769,minimum,1,ncomp
770,notch,1,ncomp
771,intercept,1,ncomp
772,elections,1,ncomp
773,balloting,1,ncomp
774,voting,4,ncomp
775,media,7,ncomp
776,taxi,4,ncomp
777,luxury,1,ncomp
778,Immigration,1,ncomp
779,consensus,1,ncomp
780,drug,13,ncomp
781,counterintelligence,1,ncomp
782,ops,1,ncomp
783,Church,2,ncomp
784,Child,2,ncomp
785,Sex,1,ncomp
786,Yesterday,1,ncomp
787,television,1,ncomp
788,airliner,1,ncomp
789,dating,7,ncomp
790,advice,1,ncomp
791,arms,5,ncomp
792,Security,1,ncomp
793,ration,1,ncomp
794,ground,1,ncomp
795,Arms,1,ncomp
796,merchant,3,ncomp
797,Intelligence,2,ncomp
798,grenade,2,ncomp
799,assault,2,ncomp
800,M,3,ncomp
801,crew,1,ncomp
802,backup,1,ncomp
803,gun,2,ncomp
804,port,4,ncomp
805,secessionist,1,ncomp
806,coastal,1,ncomp
807,corps,1,ncomp
808,border,3,ncomp
809,crossing,1,ncomp
810,entry,2,ncomp
811,era,1,ncomp
812,listening,1,ncomp
813,spying,1,ncomp
814,launching,2,ncomp
815,Drug,1,ncomp
816,problem,1,ncomp
817,pretzel,1,ncomp
818,senate,1,ncomp
819,khaki,1,ncomp
820,construction,1,ncomp
821,tennis,1,ncomp
822,county,2,ncomp
823,conversation,1,ncomp
824,discussion,2,ncomp
825,tonne,1,ncomp
826,defence,1,ncomp
827,90s,1,ncomp
828,traffic,2,ncomp
829,forces,1,ncomp
830,tracking,2,ncomp
831,incompetence,2,ncomp
832,guilty,1,ncomp
833,altar,1,ncomp
834,murder,2,ncomp
835,letter,9,ncomp
836,follow,3,ncomp
837,POLYGAMY,1,ncomp
838,child,3,ncomp
839,weekend,8,ncomp
840,kid,2,ncomp
841,glove,1,ncomp
842,teen,2,ncomp
843,fumarase,1,ncomp
844,whoopsie,1,ncomp
845,education,2,ncomp
846,priest,1,ncomp
847,Question,2,ncomp
848,fantasy,1,ncomp
849,blogosphere,1,ncomp
850,sex,2,ncomp
851,death,15,ncomp
852,Morality,1,ncomp
853,lip,1,ncomp
854,inversion,2,ncomp
855,avant,1,ncomp
856,guard,3,ncomp
857,Expressionist,1,ncomp
858,belief,1,ncomp
859,music,4,ncomp
860,genealogy,1,ncomp
861,thought,1,ncomp
862,in,1,ncomp
863,Mystery,1,ncomp
864,poet,1,ncomp
865,knee,1,ncomp
866,jerk,1,ncomp
867,literalist,1,ncomp
868,face,1,ncomp
869,hissy,1,ncomp
870,Government,2,ncomp
871,blowing,1,ncomp
872,entire,1,ncomp
873,member,2,ncomp
874,Birth,1,ncomp
875,breeding,3,ncomp
876,World,1,ncomp
877,Suicide,2,ncomp
878,tourism,1,ncomp
879,concert,2,ncomp
880,shopping,2,ncomp
881,crime,1,ncomp
882,court,2,ncomp
883,TV,5,ncomp
884,horror,2,ncomp
885,soap,1,ncomp
886,Jihad,1,ncomp
887,retail,3,ncomp
888,ammunition,1,ncomp
889,ballerina,1,ncomp
890,heavyweight,1,ncomp
891,chess,4,ncomp
892,twilight,1,ncomp
893,cop,1,ncomp
894,anthrax,19,ncomp
895,terrorism,4,ncomp
896,Modus,1,ncomp
897,Homeland,1,ncomp
898,Fall,1,ncomp
899,islamist,1,ncomp
900,newspaper,3,ncomp
901,spray,1,ncomp
902,morning,2,ncomp
903,crop,5,ncomp
904,dusting,2,ncomp
905,trial,3,ncomp
906,unit,4,ncomp
907,audiotape,1,ncomp
908,threat,1,ncomp
909,alert,1,ncomp
910,seed,1,ncomp
911,council,1,ncomp
912,extradition,1,ncomp
913,bioweaponeer,1,ncomp
914,spore,4,ncomp
915,biodefense,2,ncomp
916,manufacturing,1,ncomp
917,marketing,4,ncomp
918,lead,2,ncomp
919,airfare,1,ncomp
920,millennium,1,ncomp
921,biolab,1,ncomp
922,lab,1,ncomp
923,survey,2,ncomp
924,milling,1,ncomp
925,blanket,4,ncomp
926,returnees,1,ncomp
927,debt,2,ncomp
928,loan,3,ncomp
929,modus,1,ncomp
930,rewards,1,ncomp
931,Parole,1,ncomp
932,nerve,2,ncomp
933,Eagle,1,ncomp
934,return,7,ncomp
935,code,3,ncomp
936,river,2,ncomp
937,Media,1,ncomp
938,surveillance,1,ncomp
939,insider,1,ncomp
940,Board,4,ncomp
941,FX,3,ncomp
942,valuation,1,ncomp
943,inflation,2,ncomp
944,Underwriting,1,ncomp
945,IV,2,ncomp
946,Conference,3,ncomp
947,MBA,3,ncomp
948,specialist,1,ncomp
949,salary,1,ncomp
950,hedge,1,ncomp
951,growth,2,ncomp
952,diversification,1,ncomp
953,Account,2,ncomp
954,option,9,ncomp
955,candidate,2,ncomp
956,cocktail,2,ncomp
957,employment,2,ncomp
958,tomorrow,4,ncomp
959,agreement,2,ncomp
960,YE,1,ncomp
961,PRC,1,ncomp
962,Original,1,ncomp
963,Base,7,ncomp
964,Year,2,ncomp
965,Transmission,1,ncomp
966,transmission,4,ncomp
967,technology,8,ncomp
968,pricing,6,ncomp
969,data,6,ncomp
970,I/S,1,ncomp
971,Networks,1,ncomp
972,Holding,1,ncomp
973,rank,1,ncomp
974,buying,2,ncomp
975,push,1,ncomp
976,bowl,2,ncomp
977,college,4,ncomp
978,football,3,ncomp
979,let,1,ncomp
980,Fuel,2,ncomp
981,Cell,3,ncomp
982,Energy,3,ncomp
983,Development,6,ncomp
984,optionality,2,ncomp
985,confidentiality,5,ncomp
986,contract,7,ncomp
987,Performance,3,ncomp
988,cereal,1,ncomp
989,graduation,1,ncomp
990,milk,2,ncomp
991,silver,2,ncomp
992,interview,2,ncomp
993,currency,2,ncomp
994,NX3,1,ncomp
995,M5J,1,ncomp
996,page,6,ncomp
997,communication,2,ncomp
998,winter,4,ncomp
999,mother,1,ncomp
1000,to,2,ncomp
1001,operations,1,ncomp
1002,top,1,ncomp
1003,exception,2,ncomp
1004,buy,1,ncomp
1005,utility,2,ncomp
1006,staff,4,ncomp
1007,IT,6,ncomp
1008,Terminal,1,ncomp
1009,TIBCO,1,ncomp
1010,message,5,ncomp
1011,Design,1,ncomp
1012,expiration,2,ncomp
1013,SJ,8,ncomp
1014,Bondad,7,ncomp
1015,Non-Bondad,4,ncomp
1016,Client,5,ncomp
1017,nonbondad,2,ncomp
1018,bondad,1,ncomp
1019,on,1,ncomp
1020,mark,4,ncomp
1021,gender,9,ncomp
1022,Land,1,ncomp
1023,talkshow,1,ncomp
1024,guest,3,ncomp
1025,Review,1,ncomp
1026,breakfast,1,ncomp
1027,performance,1,ncomp
1028,Electricity,1,ncomp
1029,Hedging,1,ncomp
1030,deadline,1,ncomp
1031,shotgun,1,ncomp
1032,WSI,1,ncomp
1033,load,2,ncomp
1034,input,1,ncomp
1035,capacity,2,ncomp
1036,herding,1,ncomp
1037,bore,1,ncomp
1038,collateral,1,ncomp
1039,broker,1,ncomp
1040,master,1,ncomp
1041,Schedule,1,ncomp
1042,POA,2,ncomp
1043,ISDA,6,ncomp
1044,Payment,7,ncomp
1045,Calculation,2,ncomp
1046,netting,1,ncomp
1047,omnibus,2,ncomp
1048,Prod,1,ncomp
1049,LME,1,ncomp
1050,Settlement,8,ncomp
1051,Date,1,ncomp
1052,Currency,7,ncomp
1053,fixing,1,ncomp
1054,Product,6,ncomp
1055,insurance,7,ncomp
1056,accessibility,3,ncomp
1057,CONFIDENTIALITY,1,ncomp
1058,Purchase,2,ncomp
1059,carotid,1,ncomp
1060,size,3,ncomp
1061,org,1,ncomp
1062,availability,1,ncomp
1063,structuring,1,ncomp
1064,tasking,1,ncomp
1065,engineering,1,ncomp
1066,consumer,3,ncomp
1067,sense,1,ncomp
1068,expense,4,ncomp
1069,Demand,1,ncomp
1070,PO,1,ncomp
1071,Infinity,1,ncomp
1072,bucket,1,ncomp
1073,nerf,1,ncomp
1074,tool,1,ncomp
1075,bed,1,ncomp
1076,camper,1,ncomp
1077,tow,2,ncomp
1078,fuel,6,ncomp
1079,dirt,1,ncomp
1080,injury,1,ncomp
1081,players,1,ncomp
1082,Investment,1,ncomp
1083,subject,3,ncomp
1084,audit,10,ncomp
1085,LLC,3,ncomp
1086,enovate,3,ncomp
1087,Section,3,ncomp
1088,Audit,5,ncomp
1089,fax,5,ncomp
1090,signature,6,ncomp
1091,baby,6,ncomp
1092,Solutions,1,ncomp
1093,Return,1,ncomp
1094,GCP,8,ncomp
1095,EOL,6,ncomp
1096,notice,1,ncomp
1097,signing,1,ncomp
1098,counterparty,3,ncomp
1099,base,3,ncomp
1100,side,5,ncomp
1101,cast,1,ncomp
1102,Steak,1,ncomp
1103,Out,1,ncomp
1104,cost,3,ncomp
1105,T1,1,ncomp
1106,room,7,ncomp
1107,heads,2,ncomp
1108,bicycle,1,ncomp
1109,copyright,1,ncomp
1110,Patent,1,ncomp
1111,Pending,1,ncomp
1112,documentation,1,ncomp
1113,deregulation,1,ncomp
1114,cross,2,ncomp
1115,default,1,ncomp
1116,brokerage,1,ncomp
1117,yesterday,1,ncomp
1118,P&L,2,ncomp
1119,delta,2,ncomp
1120,liq,4,ncomp
1121,liquidation,6,ncomp
1122,Videoconference,1,ncomp
1123,Recruiting,3,ncomp
1124,case,6,ncomp
1125,certification,1,ncomp
1126,tariff,2,ncomp
1127,talking,4,ncomp
1128,a.m.,1,ncomp
1129,operator,1,ncomp
1130,ratepayer,1,ncomp
1131,pipeline,6,ncomp
1132,Public,1,ncomp
1133,Policy,1,ncomp
1134,GA,3,ncomp
1135,PUC,1,ncomp
1136,trade,8,ncomp
1137,OTC,1,ncomp
1138,Commodity,1,ncomp
1139,Party,5,ncomp
1140,provinces,1,ncomp
1141,Crawfish,1,ncomp
1142,futures,1,ncomp
1143,Securities,1,ncomp
1144,Subscription,2,ncomp
1145,Transaction,1,ncomp
1146,subparagraph,1,ncomp
1147,Fee,1,ncomp
1148,name,1,ncomp
1149,freeze,2,ncomp
1150,panel,1,ncomp
1151,down,2,ncomp
1152,Derivatives,1,ncomp
1153,Confirmation,1,ncomp
1154,systems,1,ncomp
1155,substantiation,1,ncomp
1156,quarter,1,ncomp
1157,position,8,ncomp
1158,signoff,3,ncomp
1159,balance,5,ncomp
1160,MTM,1,ncomp
1161,creditor,1,ncomp
1162,OBSF,7,ncomp
1163,AS400,6,ncomp
1164,reconciliation,1,ncomp
1165,reconciling,2,ncomp
1166,sheet,3,ncomp
1167,review,2,ncomp
1168,MO,1,ncomp
1169,incentive,1,ncomp
1170,reporting,1,ncomp
1171,vanilla,1,ncomp
1172,cut,2,ncomp
1173,off,1,ncomp
1174,debtors,2,ncomp
1175,creditors,1,ncomp
1176,Balance,1,ncomp
1177,Sheet,1,ncomp
1178,gardening,1,ncomp
1179,capital,5,ncomp
1180,mitigating,1,ncomp
1181,benefit,3,ncomp
1182,Brokerage,1,ncomp
1183,AR,1,ncomp
1184,SAP,3,ncomp
1185,report,3,ncomp
1186,funding,1,ncomp
1187,User,2,ncomp
1188,inventory,2,ncomp
1189,circularisation,1,ncomp
1190,positions,1,ncomp
1191,premium,1,ncomp
1192,graduate,8,ncomp
1193,Admissions,5,ncomp
1194,application,4,ncomp
1195,GMAT,1,ncomp
1196,Finance,1,ncomp
1197,call,3,ncomp
1198,SPRDOPT,1,ncomp
1199,Options,1,ncomp
1200,VOM,1,ncomp
1201,peak,2,ncomp
1202,loading,1,ncomp
1203,start,3,ncomp
1204,hold,1,ncomp
1205,BS,1,ncomp
1206,Load,2,ncomp
1207,Control,1,ncomp
1208,point,4,ncomp
1209,evening,1,ncomp
1210,Hotel,1,ncomp
1211,Affairs,2,ncomp
1212,Evaluation,1,ncomp
1213,PEP,1,ncomp
1214,board,5,ncomp
1215,State,7,ncomp
1216,Restructuring,1,ncomp
1217,Committee,3,ncomp
1218,PRS,1,ncomp
1219,budget,8,ncomp
1220,design,5,ncomp
1221,FERC,1,ncomp
1222,electric,1,ncomp
1223,intranet,1,ncomp
1224,compressor,1,ncomp
1225,modeling,1,ncomp
1226,software,2,ncomp
1227,simulation,1,ncomp
1228,help,4,ncomp
1229,aviation,2,ncomp
1230,hangar,2,ncomp
1231,ETS,2,ncomp
1232,recommendation,1,ncomp
1233,Row,1,ncomp
1234,Preseason,2,ncomp
1235,Game,2,ncomp
1236,Floor,1,ncomp
1237,Conf,1,ncomp
1238,Password,5,ncomp
1239,CP,2,ncomp
1240,Stl,1,ncomp
1241,Reference,1,ncomp
1242,Termination,2,ncomp
1243,calendar,2,ncomp
1244,Dispatch,3,ncomp
1245,START,2,ncomp
1246,TEST,1,ncomp
1247,Production,1,ncomp
1248,Cluster,1,ncomp
1249,division,1,ncomp
1250,confirmation,1,ncomp
1251,Counterparty,2,ncomp
1252,Sub,1,ncomp
1253,Name,1,ncomp
1254,Change,2,ncomp
1255,Data,1,ncomp
1256,Division,1,ncomp
1257,Parent,1,ncomp
1258,afternoon,3,ncomp
1259,Conf.,1,ncomp
1260,Employment,2,ncomp
1261,services,2,ncomp
1262,assignment,1,ncomp
1263,GIS,2,ncomp
1264,voicemail,1,ncomp
1265,I.S.C.,1,ncomp
1266,Process,1,ncomp
1267,OLE,1,ncomp
1268,identity,1,ncomp
1269,identification,1,ncomp
1270,P,1,ncomp
1271,SS,3,ncomp
1272,out,2,ncomp
1273,badge,1,ncomp
1274,Points,1,ncomp
1275,Peer,1,ncomp
1276,environment,1,ncomp
1277,Action,1,ncomp
1278,picketing,1,ncomp
1279,pipe,1,ncomp
1280,Construction,1,ncomp
1281,permit,2,ncomp
1282,picket,1,ncomp
1283,release,3,ncomp
1284,Project,1,ncomp
1285,confirm,1,ncomp
1286,products,1,ncomp
1287,eligibility,1,ncomp
1288,copy,1,ncomp
1289,Lunch,1,ncomp
1290,L/C,1,ncomp
1291,gtee,2,ncomp
1292,claim,1,ncomp
1293,l/c,1,ncomp
1294,franchise,1,ncomp
1295,Accord,3,ncomp
1296,user,1,ncomp
1297,Redwood,2,ncomp
1298,path,1,ncomp
1299,core,4,ncomp
1300,cent,1,ncomp
1301,commodity,2,ncomp
1302,firm,1,ncomp
1303,aggregation,1,ncomp
1304,Core,1,ncomp
1305,Procurement,1,ncomp
1306,Incentive,1,ncomp
1307,holiday,5,ncomp
1308,stabilization,1,ncomp
1309,fall,1,ncomp
1310,gouging,1,ncomp
1311,band,2,ncomp
1312,Campus,1,ncomp
1313,Day,2,ncomp
1314,scheduling,1,ncomp
1315,Director,1,ncomp
1316,drilling,3,ncomp
1317,financing,1,ncomp
1318,well,2,ncomp
1319,VPP,1,ncomp
1320,reservoir,1,ncomp
1321,API,1,ncomp
1322,derivative,1,ncomp
1323,second,1,ncomp
1324,payout,1,ncomp
1325,EES,1,ncomp
1326,MMC,1,ncomp
1327,EAST,1,ncomp
1328,Resource,1,ncomp
1329,Cycle,1,ncomp
1330,round,2,ncomp
1331,Govt,1,ncomp
1332,ECP,1,ncomp
1333,Collateral,1,ncomp
1334,granting,1,ncomp
1335,dispute,2,ncomp
1336,setoff,2,ncomp
1337,Con,2,ncomp
1338,Ed,1,ncomp
1339,billing,3,ncomp
1340,Setoff,1,ncomp
1341,force,1,ncomp
1342,majeure,1,ncomp
1343,hybrid,1,ncomp
1344,EEI,3,ncomp
1345,Market,3,ncomp
1346,Power,2,ncomp
1347,Settlements,1,ncomp
1348,Attachment,1,ncomp
1349,LOC,1,ncomp
1350,No.,2,ncomp
1351,transferability,1,ncomp
1352,ICC,1,ncomp
1353,Interconnect,2,ncomp
1354,CIAC,4,ncomp
1355,gross,2,ncomp
1356,metering,2,ncomp
1357,Plan,2,ncomp
1358,Ticket,1,ncomp
1359,telephony,2,ncomp
1360,Hotline,5,ncomp
1361,solution,2,ncomp
1362,Service,3,ncomp
1363,Popup,3,ncomp
1364,Browncover,1,ncomp
1365,rates,1,ncomp
1366,prepayment,1,ncomp
1367,bankruptcy,1,ncomp
1368,I/C,1,ncomp
1369,testing,2,ncomp
1370,bang,1,ncomp
1371,palace,4,ncomp
1372,plot,1,ncomp
1373,relations,1,ncomp
1374,generating,2,ncomp
1375,Stage,1,ncomp
1376,poker,1,ncomp
1377,contractor,1,ncomp
1378,faith,9,ncomp
1379,proceedings,1,ncomp
1380,response,2,ncomp
1381,deposition,1,ncomp
1382,oppositon,1,ncomp
1383,Dispute,1,ncomp
1384,eCommerce,3,ncomp
1385,Management,1,ncomp
1386,B2B,2,ncomp
1387,trailor,1,ncomp
1388,trash,1,ncomp
1389,role,2,ncomp
1390,go,2,ncomp
1391,safety,3,ncomp
1392,image,1,ncomp
1393,fear,2,ncomp
1394,PR,1,ncomp
1395,Gel,1,ncomp
1396,Suspension,1,ncomp
1397,serving,3,ncomp
1398,convenience,2,ncomp
1399,juice,1,ncomp
1400,sampling,1,ncomp
1401,Quadra,1,ncomp
1402,Bonus,1,ncomp
1403,Legacy,1,ncomp
1404,kaoshikii,1,ncomp
1405,yoga,2,ncomp
1406,Fear,1,ncomp
1407,gall,1,ncomp
1408,kidney,2,ncomp
1409,liver,1,ncomp
1410,Parama,1,ncomp
1411,bravery,1,ncomp
1412,pocket,2,ncomp
1413,tent,2,ncomp
1414,centimetre,1,ncomp
1415,sandwich,2,ncomp
1416,shop,1,ncomp
1417,hero,1,ncomp
1418,mine,1,ncomp
1419,angel,1,ncomp
1420,mail,3,ncomp
1421,letters,1,ncomp
1422,programming,1,ncomp
1423,hotel,8,ncomp
1424,Lotus,1,ncomp
1425,MICROcomputer,1,ncomp
1426,radio,1,ncomp
1427,SQL,1,ncomp
1428,fan,2,ncomp
1429,multiplayer,1,ncomp
1430,MUD,1,ncomp
1431,beta,1,ncomp
1432,task,1,ncomp
1433,gang,1,ncomp
1434,catch,1,ncomp
1435,P.O.,2,ncomp
1436,guerilla,2,ncomp
1437,comp.sources.unix,3,ncomp
1438,archive,1,ncomp
1439,Sir,1,ncomp
1440,vice,1,ncomp
1441,revenue,2,ncomp
1442,falling,1,ncomp
1443,storm,2,ncomp
1444,Emergency,1,ncomp
1445,city,3,ncomp
1446,beauty,2,ncomp
1447,flood,2,ncomp
1448,kg,1,ncomp
1449,concrete,3,ncomp
1450,oak,1,ncomp
1451,disaster,2,ncomp
1452,m,4,ncomp
1453,Damage,1,ncomp
1454,MOON,1,ncomp
1455,LANDING,1,ncomp
1456,Aircraft,1,ncomp
1457,List,2,ncomp
1458,Press,1,ncomp
1459,exploration,2,ncomp
1460,grade,1,ncomp
1461,outreach,1,ncomp
1462,payer,1,ncomp
1463,healthcare,2,ncomp
1464,prize,2,ncomp
1465,Benefit,1,ncomp
1466,fund,5,ncomp
1467,raising,2,ncomp
1468,contest,1,ncomp
1469,Grant,1,ncomp
1470,submarine,1,ncomp
1471,pariah,1,ncomp
1472,per,9,ncomp
1473,stand,1,ncomp
1474,oilfield,1,ncomp
1475,veto,1,ncomp
1476,meditation,1,ncomp
1477,MP3,1,ncomp
1478,Sun,1,ncomp
1479,motor,1,ncomp
1480,Baba,1,ncomp
1481,Nam,1,ncomp
1482,Kevalam,1,ncomp
1483,Mountain,1,ncomp
1484,BABA,2,ncomp
1485,NAM,2,ncomp
1486,lobby,1,ncomp
1487,Appeals,1,ncomp
1488,Moon,1,ncomp
1489,Landing,1,ncomp
1490,Numero,1,ncomp
1491,Uno,1,ncomp
1492,thawed,1,ncomp
1493,goal,1,ncomp
1494,moon,3,ncomp
1495,landing,2,ncomp
1496,program,1,ncomp
1497,spaceflight,1,ncomp
1498,nation,1,ncomp
1499,roundtable,1,ncomp
1500,phase,1,ncomp
1501,docking,1,ncomp
1502,duration,1,ncomp
1503,numero,1,ncomp
1504,lift,1,ncomp
1505,Civet,4,ncomp
1506,Cat,2,ncomp
1507,judgment,1,ncomp
1508,civet,3,ncomp
1509,vocals,1,ncomp
1510,icq,1,ncomp
1511,bulletin,1,ncomp
1512,rip,1,ncomp
1513,Order,1,ncomp
1514,Mailing,1,ncomp
1515,MAILING,1,ncomp
1516,Lottery,1,ncomp
1517,NEWS,1,ncomp
1518,edit,3,ncomp
1519,notepad,2,ncomp
1520,text,2,ncomp
1521,remnant,1,ncomp
1522,extermination,1,ncomp
1523,kill,2,ncomp
1524,wolf,5,ncomp
1525,keystone,1,ncomp
1526,forestry,1,ncomp
1527,stream,2,ncomp
1528,soil,1,ncomp
1529,recovery,1,ncomp
1530,billiard,1,ncomp
1531,beaver,1,ncomp
1532,streamside,1,ncomp
1533,root,2,ncomp
1534,wildland,1,ncomp
1535,elk,1,ncomp
1536,Wolf,1,ncomp
1537,species,3,ncomp
1538,DNA,1,ncomp
1539,veteran,1,ncomp
1540,plant,2,ncomp
1541,conservation,1,ncomp
1542,forest,1,ncomp
1543,climate,6,ncomp
1544,checkerspot,3,ncomp
1545,population,1,ncomp
1546,extinction,1,ncomp
1547,temperature,2,ncomp
1548,Tree,1,ncomp
1549,Bird,1,ncomp
1550,ecosystem,1,ncomp
1551,carbon,5,ncomp
1552,net,3,ncomp
1553,seal,1,ncomp
1554,Climate,1,ncomp
1555,surface,2,ncomp
1556,fish,5,ncomp
1557,laundry,1,ncomp
1558,warming,4,ncomp
1559,upland,1,ncomp
1560,Relief,1,ncomp
1561,welfare,2,ncomp
1562,be,1,ncomp
1563,convention,1,ncomp
1564,household,3,ncomp
1565,gulf,1,ncomp
1566,view,2,ncomp
1567,mumbo,1,ncomp
1568,earning,1,ncomp
1569,career,4,ncomp
1570,Self,1,ncomp
1571,Court,1,ncomp
1572,note,1,ncomp
1573,step,1,ncomp
1574,Chess,2,ncomp
1575,move,1,ncomp
1576,sleeve,1,ncomp
1577,gorse,1,ncomp
1578,Rock,2,ncomp
1579,recording,2,ncomp
1580,bass,1,ncomp
1581,brain,1,ncomp
1582,magic,2,ncomp
1583,Cabalah,1,ncomp
1584,throat,1,ncomp
1585,ego,2,ncomp
1586,advertising,1,ncomp
1587,inferiority,1,ncomp
1588,hit,1,ncomp
1589,film,2,ncomp
1590,cinema,2,ncomp
1591,guitar,3,ncomp
1592,apprentice,1,ncomp
1593,feminism,1,ncomp
1594,L.P,1,ncomp
1595,New,1,ncomp
1596,helicopter,1,ncomp
1597,reprisal,1,ncomp
1598,fighting,2,ncomp
1599,artillery,2,ncomp
1600,combat,3,ncomp
1601,attack,2,ncomp
1602,range,1,ncomp
1603,Tanker,1,ncomp
1604,cruise,12,ncomp
1605,patrol,1,ncomp
1606,midget,1,ncomp
1607,Missile,1,ncomp
1608,altitude,1,ncomp
1609,aircraft,1,ncomp
1610,radar,1,ncomp
1611,roadside,2,ncomp
1612,protection,2,ncomp
1613,interest,2,ncomp
1614,know,1,ncomp
1615,breaking,1,ncomp
1616,Species,1,ncomp
1617,Draft,1,ncomp
1618,greenhouse,2,ncomp
1619,dioxide,3,ncomp
1620,fossil,1,ncomp
1621,regulation,2,ncomp
1622,Percentage,5,ncomp
1623,mountaintop,1,ncomp
1624,mining,1,ncomp
1625,trust,2,ncomp
1626,clean,2,ncomp
1627,lung,1,ncomp
1628,ear,1,ncomp
1629,Asbestos,1,ncomp
1630,cement,1,ncomp
1631,reconstruction,1,ncomp
1632,Death,1,ncomp
1633,homeland,4,ncomp
1634,alma,1,ncomp
1635,passenger,1,ncomp
1636,priority,1,ncomp
1637,gains,3,ncomp
1638,poverty,1,ncomp
1639,1e,1,ncomp
1640,punishment,1,ncomp
1641,abstinence,1,ncomp
1642,Image,1,ncomp
1643,diplomacy,2,ncomp
1644,Record,1,ncomp
1645,trick,1,ncomp
1646,midterm,1,ncomp
1647,re-election,1,ncomp
1648,Pioneer,1,ncomp
1649,Ranger,1,ncomp
1650,NVQ,1,ncomp
1651,course,4,ncomp
1652,left,1,ncomp
1653,texting,1,ncomp
1654,Cyanogen,1,ncomp
1655,standard,1,ncomp
1656,clockwork,1,ncomp
1657,launcher,1,ncomp
1658,age,2,ncomp
1659,burial,1,ncomp
1660,stone,1,ncomp
1661,pleasure,1,ncomp
1662,trot,1,ncomp
1663,functions,1,ncomp
1664,pixel,1,ncomp
1665,Megapixel,1,ncomp
1666,plain,1,ncomp
1667,Pixel,1,ncomp
1668,Mapping,1,ncomp
1669,migrant,4,ncomp
1670,visa,3,ncomp
1671,neighborhood,2,ncomp
1672,mouse,3,ncomp
1673,little,1,ncomp
1674,snap,1,ncomp
1675,Air,2,ncomp
1676,Dry,2,ncomp
1677,giraffe,1,ncomp
1678,figure,1,ncomp
1679,dry,2,ncomp
1680,shrink,1,ncomp
1681,wire,4,ncomp
1682,cotton,1,ncomp
1683,dryer,1,ncomp
1684,fry,2,ncomp
1685,hiding,2,ncomp
1686,jack,1,ncomp
1687,Fountain,1,ncomp
1688,Hash,1,ncomp
1689,Fruit,1,ncomp
1690,dragon,3,ncomp
1691,neck,2,ncomp
1692,kimberwick,1,ncomp
1693,curb,2,ncomp
1694,pelham,1,ncomp
1695,EOS,1,ncomp
1696,articulating,1,ncomp
1697,DSLR,2,ncomp
1698,Buying,1,ncomp
1699,POP,1,ncomp
1700,drying,1,ncomp
1701,craft,2,ncomp
1702,plaster,3,ncomp
1703,clay,2,ncomp
1704,slip,1,ncomp
1705,molding,1,ncomp
1706,boarding,4,ncomp
1707,origin,1,ncomp
1708,reservation,1,ncomp
1709,Reservation,1,ncomp
1710,railway,1,ncomp
1711,show,2,ncomp
1712,Cover,1,ncomp
1713,Study,1,ncomp
1714,aquarium,1,ncomp
1715,mesh,1,ncomp
1716,Wire,1,ncomp
1717,traveling,1,ncomp
1718,sleeping,1,ncomp
1719,survival,1,ncomp
1720,First,1,ncomp
1721,splitter,1,ncomp
1722,ADSL,1,ncomp
1723,alarm,1,ncomp
1724,DSL,2,ncomp
1725,mm,3,ncomp
1726,changing,4,ncomp
1727,fi,2,ncomp
1728,mid-cities,1,ncomp
1729,store,5,ncomp
1730,warm,1,ncomp
1731,hide,3,ncomp
1732,amusement,2,ncomp
1733,Seed,1,ncomp
1734,bait,2,ncomp
1735,pigeon,1,ncomp
1736,layer,1,ncomp
1737,colors,1,ncomp
1738,color,3,ncomp
1739,boob,1,ncomp
1740,clinic,1,ncomp
1741,race,2,ncomp
1742,Tom,1,ncomp
1743,moisture,1,ncomp
1744,arthritis,1,ncomp
1745,trail,5,ncomp
1746,nano,3,ncomp
1747,reef,1,ncomp
1748,fiji,1,ncomp
1749,gravity,1,ncomp
1750,sump,1,ncomp
1751,protein,3,ncomp
1752,overflow,3,ncomp
1753,tank,6,ncomp
1754,HD,1,ncomp
1755,battery,1,ncomp
1756,extra,1,ncomp
1757,darn,1,ncomp
1758,tavern,1,ncomp
1759,where,1,ncomp
1760,crab,3,ncomp
1761,sponge,1,ncomp
1762,sci,1,ncomp
1763,tv,3,ncomp
1764,laser,9,ncomp
1765,Laser,1,ncomp
1766,adjustment,1,ncomp
1767,flashlight,1,ncomp
1768,owner,2,ncomp
1769,nest,1,ncomp
1770,WiFi,1,ncomp
1771,S,1,ncomp
1772,Jet,1,ncomp
1773,Gaming,1,ncomp
1774,tract,1,ncomp
1775,cage,3,ncomp
1776,breyer,2,ncomp
1777,horse,4,ncomp
1778,miniature,1,ncomp
1779,floor,2,ncomp
1780,perspective,1,ncomp
1781,cube,1,ncomp
1782,wall,1,ncomp
1783,wood,5,ncomp
1784,blocks,1,ncomp
1785,carpenter,1,ncomp
1786,pencil,1,ncomp
1787,bryer,1,ncomp
1788,cork,1,ncomp
1789,balsa,1,ncomp
1790,hardware,1,ncomp
1791,holding,1,ncomp
1792,scratching,1,ncomp
1793,birdy,1,ncomp
1794,feather,1,ncomp
1795,fleece,1,ncomp
1796,corn,2,ncomp
1797,reptile,3,ncomp
1798,UTH,1,ncomp
1799,watt,1,ncomp
1800,dinner,5,ncomp
1801,muster,1,ncomp
1802,lifeboat,2,ncomp
1803,navigation,1,ncomp
1804,sumo,1,ncomp
