,adj_word,adj_word_len,adj_word_count,adj_lemma,adj_comb,num_adj,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
1670.0,fast,4,25,fast,fast,1,,0,,,,6,,21,reviews-048201-0003
1671.0,lack,4,1,lack,lack,1,,0,,,,17,,21,reviews-048201-0003
1672.0,luster,6,1,luster,luster,1,product,7,4.0,product,14.0,19,20,21,reviews-048201-0003
1673.0,different,9,74,different,different,1,style,5,4.0,style,5.0,4,5,19,reviews-048201-0004
1674.0,same,4,152,same,same,1,,0,,,,13,,19,reviews-048201-0004
1675.0,tasty,5,7,tasty,tasty,1,meal,4,12.0,meal,14.0,16,21,22,reviews-042530-0002
1676.0,quick,5,28,quick,"quick, inexpensive",2,,0,,,,18,,22,reviews-042530-0002
1677.0,inexpensive,11,7,inexpensive,"quick, inexpensive",2,,0,,,,20,,22,reviews-042530-0002
1678.0,other,5,320,other,other,1,,0,,,,6,,16,reviews-042530-0003
1679.0,fantastic,9,19,fantastic,fantastic,1,,0,,,,15,,16,reviews-042530-0003
1680.0,Fast,4,5,fast,Fast,1,service,7,120.0,service,165.0,1,4,16,reviews-042530-0004
1681.0,friendly,8,84,friendly,friendly,1,,0,,,,3,,16,reviews-042530-0004
1682.0,Clean,5,7,clean,"Clean, nice",2,time,4,156.0,time,191.0,4,2,7,reviews-216281-0001
1683.0,nice,4,93,nice,"Clean, nice",2,time,4,156.0,time,191.0,7,2,7,reviews-216281-0001
1684.0,clean,5,51,clean,clean,1,,0,,,,4,,17,reviews-216281-0005
1685.0,nice,4,93,nice,nice,1,,0,,,,7,,17,reviews-216281-0005
1686.0,reasonable,10,32,reasonable,reasonable,1,price,5,27.0,price,53.0,15,16,17,reviews-216281-0005
1687.0,Deep,4,2,deep,Deep,1,massage,7,2.0,massage,3.0,1,3,10,reviews-211933-0001
1688.0,deep,4,12,deep,deep,1,massage,7,2.0,massage,3.0,3,5,26,reviews-211933-0002
1689.0,excellent,9,63,excellent,excellent,1,,0,,,,5,,20,reviews-211933-0003
1690.0,specific,8,22,specific,specific,1,issues,6,19.0,issue,40.0,13,14,20,reviews-211933-0003
,adj_word,8,2,adj_lemma,adj_comb,num_adj,n_word,6,2.0,n_lemma,2.0,adj_id,n_id,sen_len,sen_id
0.0,American,8,73,american,American,1,forces,6,19.0,force,34.0,5,6,29,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0001
1.0,Syrian,6,10,syrian,Syrian,1,border,6,2.0,border,3.0,27,28,29,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0001
2.0,respected,9,1,respected,respected,1,cleric,6,6.0,cleric,13.0,6,7,18,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0002
3.0,Iraqi,5,44,iraqi,Iraqi,1,authorities,11,4.0,authority,12.0,3,4,17,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0003
4.0,terrorist,9,18,terrorist,terrorist,1,cells,5,2.0,cell,2.0,12,13,17,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0003
5.0,equivalent,10,4,equivalent,equivalent,1,,0,,,,6,,36,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0005
6.0,high,4,61,high,high,1,level,5,15.0,level,15.0,25,26,36,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0005
7.0,third,5,18,third,third,1,,0,,,,2,,13,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0006
8.0,Iraqi,5,44,iraqi,Iraqi,1,government,10,21.0,government,29.0,31,32,35,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0009
9.0,hopeful,7,4,hopeful,hopeful,1,,0,,,,34,,35,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0009
10.0,other,5,320,other,other,1,side,4,14.0,side,15.0,16,17,20,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0010
11.0,big,3,68,big,big,1,jump,4,1.0,jump,1.0,22,23,29,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0012
12.0,cosmetic,8,1,cosmetic,cosmetic,1,surgeon,7,3.0,surgeon,11.0,7,8,19,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0013
13.0,southeastern,12,1,southeastern,southeastern,1,,0,,,,5,,27,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0015
14.0,Shiite,6,15,shiite,Shiite,1,population,10,12.0,population,12.0,11,12,27,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0015
15.0,main,4,37,main,main,1,difference,10,11.0,difference,16.0,5,6,26,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0016
16.0,assistant,9,1,assistant,assistant,1,dean,4,1.0,dean,1.0,7,8,27,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0017
17.0,other,5,320,other,other,1,leaders,7,24.0,leader,48.0,2,4,15,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0021
18.0,past,4,26,past,past,1,week,4,37.0,week,51.0,10,11,15,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0021
19.0,dead,4,34,dead,dead,1,,0,,,,10,,16,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0022
20.0,Iraqi,5,44,iraqi,Iraqi,1,soldiers,8,9.0,soldier,9.0,14,15,16,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0022
21.0,Iraqi,5,44,iraqi,Iraqi,1,uniforms,8,2.0,uniform,2.0,37,39,40,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0024
22.0,Sunni,5,28,sunni,"Sunni, Arab",2,clan,4,2.0,clan,2.0,6,8,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025
23.0,Arab,4,25,arab,"Sunni, Arab",2,clan,4,2.0,clan,2.0,7,8,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025
24.0,Sunni,5,28,sunni,Sunni,1,observers,9,2.0,observer,2.0,12,13,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025
25.0,Shiite,6,15,shiite,Shiite,1,elements,8,12.0,element,14.0,16,17,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025
26.0,Sunni,5,28,sunni,"Sunni, Arab",2,guerrillas,10,2.0,guerrilla,2.0,34,36,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025
27.0,Arab,4,25,arab,"Sunni, Arab",2,guerrillas,10,2.0,guerrilla,2.0,35,36,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025
28.0,Iraqi,5,44,iraqi,Iraqi,1,,0,,,,6,,51,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026
29.0,involved,8,26,involved,involved,1,grounds,7,3.0,grounds,3.0,39,34,51,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026
30.0,civil,5,16,civil,civil,1,office,6,8.0,office,15.0,49,50,51,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0026
31.0,legal,5,29,legal,legal,1,grounds,7,3.0,grounds,3.0,7,8,13,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0027
32.0,small,5,78,small,small,1,one,3,38.0,one,68.0,5,6,10,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0028
33.0,significant,11,20,significant,significant,1,,0,,,,8,,9,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0029
34.0,many,4,192,many,"many, Sunni",2,,0,,,,21,,30,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0030
35.0,Sunni,5,28,sunni,"many, Sunni",2,,0,,,,22,,30,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0030
36.0,dominant,8,4,dominant,"dominant, Shiite",2,list,4,15.0,list,17.0,7,9,26,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0032
37.0,Shiite,6,15,shiite,"dominant, Shiite",2,list,4,15.0,list,17.0,8,9,26,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0032
38.0,many,4,192,many,many,1,seats,5,2.0,seat,3.0,20,21,26,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0032
39.0,new,3,252,new,new,1,parliament,10,1.0,parliament,1.0,24,25,26,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0032
40.0,junior,6,2,junior,junior,1,officers,8,7.0,officer,12.0,3,4,28,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033
41.0,old,3,93,old,old,1,army,4,11.0,army,13.0,7,9,28,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033
42.0,recent,6,32,recent,recent,1,months,6,22.0,month,40.0,16,17,28,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033
43.0,mere,4,3,mere,"mere, past",2,membership,10,2.0,membership,2.0,11,15,16,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0034
44.0,past,4,26,past,"mere, past",2,membership,10,2.0,membership,2.0,12,15,16,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0034
45.0,better,6,112,better,better,1,,0,,,,10,,13,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0035
46.0,same,4,152,same,same,1,rights,6,10.0,rights,11.0,14,15,19,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0037
47.0,other,5,320,other,other,1,,0,,,,17,,19,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0037
48.0,key,3,25,key,key,1,eyewitness,10,1.0,eyewitness,1.0,10,11,26,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0038
49.0,several,7,60,several,several,1,areas,5,16.0,area,34.0,8,9,17,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0001
50.0,stuck,5,6,stuck,stuck,1,,0,,,,20,,21,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0002
51.0,American,8,73,american,American,1,troops,6,5.0,troops,5.0,7,8,22,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0004
52.0,visible,7,7,visible,visible,1,,0,,,,4,,15,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0005
53.0,bolder,6,1,bolder,bolder,1,,0,,,,12,,15,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0005
54.0,open,4,40,open,open,1,,0,,,,24,,46,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0006
55.0,same,4,152,same,same,1,positions,9,6.0,position,12.0,10,11,27,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0007
56.0,last,4,145,last,last,1,year,4,58.0,year,120.0,17,18,27,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0007
57.0,same,4,152,same,same,1,people,6,110.0,people,115.0,25,26,27,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0007
58.0,trained,7,2,trained,trained,1,,0,,,,14,,60,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0009
59.0,armed,5,6,armed,armed,1,,0,,,,16,,60,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0009
60.0,scared,6,6,scared,scared,1,civilians,9,3.0,civilian,3.0,22,23,60,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0009
61.0,American,8,73,american,American,1,soldiers,8,9.0,soldier,9.0,47,48,60,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0009
62.0,brave,5,3,brave,brave,1,civilians,9,3.0,civilian,3.0,53,56,60,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0009
63.0,valiant,7,1,valiant,valiant,1,,0,,,,55,,60,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0009
64.0,apprehensive,12,2,apprehensive,apprehensive,1,,0,,,,3,,20,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0010
65.0,bloody,6,6,bloody,bloody,1,days,4,39.0,day,96.0,18,19,20,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0010
66.0,Most,4,16,most,Most,1,people,6,110.0,people,115.0,1,2,34,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0011
67.0,last,4,145,last,"last, few",2,days,4,39.0,day,96.0,9,11,34,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0011
68.0,few,3,137,few,"last, few",2,days,4,39.0,day,96.0,10,11,34,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0011
69.0,normal,6,19,normal,normal,1,,0,,,,23,,34,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0011
70.0,governmental,12,3,governmental,governmental,1,property,8,2.0,property,3.0,16,19,66,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0012
71.0,public,6,34,public,public,1,,0,,,,18,,66,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0012
72.0,similar,7,18,similar,similar,1,spree,5,1.0,spree,1.0,20,12,66,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0012
73.0,last,4,145,last,last,1,,0,,,,27,,66,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0012
74.0,first,5,117,first,first,1,things,6,39.0,thing,102.0,53,44,66,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0012
75.0,last,4,145,last,last,1,time,4,156.0,time,191.0,63,64,66,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0012
76.0,several,7,60,several,several,1,convoys,7,1.0,convoy,1.0,16,17,31,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0013
77.0,most,4,64,most,most,1,,0,,,,25,,31,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0013
78.0,sudden,6,2,sudden,"sudden, false",2,solidarity,10,2.0,solidarity,2.0,6,9,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
79.0,false,5,10,false,"sudden, false",2,solidarity,10,2.0,solidarity,2.0,7,9,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
80.0,Sunni,5,28,sunni,Sunni,1,clerics,7,7.0,cleric,13.0,12,15,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
81.0,Shi'ite,7,4,shi'ite,Shi'ite,1,,0,,,,14,,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
82.0,glad,4,15,glad,glad,1,,0,,,,24,,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
83.0,other,5,320,other,other,1,throats,7,1.0,throat,1.0,29,31,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
84.0,Shia,4,2,shia,Shia,1,clerics,7,7.0,cleric,13.0,39,40,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
85.0,Fallujan,8,3,fallujan,Fallujan,1,insurgents,10,6.0,insurgents,1.0,43,44,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
86.0,few,3,137,few,few,1,days,4,39.0,day,96.0,64,65,67,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0014
87.0,old,3,93,old,"old, new, Arab",3,thing,5,60.0,thing,102.0,7,44,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
88.0,new,3,252,new,"old, new, Arab",3,thing,5,60.0,thing,102.0,8,44,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
89.0,Arab,4,25,arab,"old, new, Arab",3,thing,5,60.0,thing,102.0,9,44,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
90.0,top,3,26,top,top,1,reporter,8,7.0,reporter,7.0,6,7,29,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018
91.0,American,8,73,american,American,1,snipers,7,1.0,sniper,1.0,9,10,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
92.0,pregnant,8,4,pregnant,pregnant,1,women,5,7.0,woman,17.0,15,16,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
93.0,unforgivable,12,1,unforgivable,unforgivable,1,error,5,4.0,error,6.0,6,7,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
94.0,Fallujan,8,3,fallujan,Fallujan,1,militants,9,2.0,militant,2.0,12,13,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
95.0,okay,4,12,okay,okay,1,,0,,,,37,,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
96.0,new,3,252,new,new,1,group,5,20.0,group,55.0,16,17,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
97.0,enormous,8,6,enormous,enormous,1,casualties,10,2.0,casualty,3.0,26,27,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
98.0,American,8,73,american,American,1,soldiers,8,9.0,soldier,9.0,35,36,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
99.0,dead,4,34,dead,dead,1,insurgents,10,6.0,insurgent,5.0,42,43,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
100.0,dead,4,34,dead,dead,1,,0,,,,6,,14,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0022
101.0,wounded,7,3,wounded,wounded,1,,0,,,,9,,14,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0022
102.0,Islamic,7,10,islamic,Islamic,1,website,7,7.0,website,10.0,23,24,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
103.0,dead,4,34,dead,dead,1,bodies,6,4.0,body,10.0,40,41,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
104.0,criminal,8,7,criminal,criminal,1,actions,7,6.0,action,14.0,67,68,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
105.0,whole,5,54,whole,whole,1,world,5,36.0,world,41.0,35,36,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
106.0,dead,4,34,dead,dead,1,bodies,6,4.0,body,10.0,50,51,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
107.0,serious,7,21,serious,"serious, nuclear",2,disasters,9,4.0,disaster,16.0,18,20,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
108.0,nuclear,7,35,nuclear,"serious, nuclear",2,disasters,9,4.0,disaster,16.0,19,20,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
109.0,many,4,192,many,"many, different",2,versions,8,4.0,version,19.0,15,17,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
110.0,different,9,74,different,"many, different",2,versions,8,4.0,version,19.0,16,17,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
111.0,own,3,94,own,own,1,story,5,6.0,story,9.0,9,10,11,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0004
112.0,soothing,8,2,soothing,"soothing, authoritative",2,report,6,11.0,report,21.0,4,19,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
113.0,authoritative,13,1,authoritative,"soothing, authoritative",2,report,6,11.0,report,21.0,5,19,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
114.0,scientific,10,3,scientific,scientific,1,evidence,8,11.0,evidence,11.0,33,34,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
115.0,significant,11,20,significant,"significant, related",2,effects,7,7.0,effect,9.0,37,42,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
116.0,related,7,21,related,"significant, related",2,effects,7,7.0,effect,9.0,40,42,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
117.0,most,4,64,most,most,1,people,6,110.0,people,115.0,44,45,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
118.0,widespread,10,1,widespread,widespread,1,myths,5,1.0,myth,1.0,5,6,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
119.0,recent,6,32,recent,recent,1,times,5,34.0,time,191.0,8,9,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
120.0,nuclear,7,35,nuclear,nuclear,1,reactor,7,1.0,reactor,1.0,14,15,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
121.0,many,4,192,many,many,1,thousands,9,4.0,thousand,4.0,20,21,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
122.0,extra,5,21,extra,extra,1,deaths,6,3.0,death,9.0,23,25,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
123.0,public,6,34,public,public,1,health,6,8.0,health,8.0,32,33,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
124.0,Many,4,26,many,Many,1,people,6,110.0,people,115.0,1,2,38,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0010
125.0,true,4,26,true,true,1,,0,,,,8,,38,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0010
126.0,last,4,145,last,last,1,decade,6,9.0,decade,10.0,3,4,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
127.0,real,4,60,real,real,1,increase,8,4.0,increase,4.0,10,13,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
128.0,significant,11,20,significant,significant,1,,0,,,,12,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
129.0,certain,7,35,certain,certain,1,extent,6,3.0,extent,3.0,20,21,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
130.0,former,6,42,former,former,1,,0,,,,33,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
131.0,prestigious,11,1,prestigious,prestigious,1,,0,,,,2,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
132.0,early,5,39,early,early,1,report,6,11.0,report,21.0,12,13,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
133.0,Russian,7,7,russian,Russian,1,sources,7,7.0,source,20.0,22,23,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
134.0,significant,11,20,significant,significant,1,effects,7,7.0,effect,9.0,30,32,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
135.0,earlier,7,18,earlier,earlier,1,reports,7,10.0,report,21.0,23,24,25,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0014
136.0,dramatic,8,6,dramatic,dramatic,1,increase,8,4.0,increase,4.0,2,3,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
137.0,reproductive,12,1,reproductive,reproductive,1,health,6,8.0,health,8.0,14,15,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
138.0,neonatal,8,1,neonatal,neonatal,1,health,6,8.0,health,8.0,30,31,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
139.0,post-accident,13,1,post-accident,post-accident,1,period,6,12.0,period,16.0,31,32,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
140.0,persistent,10,3,persistent,"persistent, negative",2,tendencies,10,2.0,tendency,2.0,36,38,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
141.0,negative,8,6,negative,"persistent, negative",2,tendencies,10,2.0,tendency,2.0,37,38,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
142.0,healthy,7,18,healthy,healthy,1,children,8,13.0,child,13.0,51,52,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
143.0,painful,7,5,painful,painful,1,,0,,,,10,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019
144.0,desirable,9,2,desirable,desirable,1,,0,,,,12,,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0021
145.0,own,3,94,own,own,1,conclusions,11,1.0,conclusion,2.0,10,11,12,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0023
146.0,many,4,192,many,many,1,viewpoints,10,1.0,viewpoint,2.0,5,6,17,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0024
147.0,interested,10,41,interested,interested,1,,0,,,,4,,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0051
148.0,convincing,10,2,convincing,convincing,1,,0,,,,18,,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0051
149.0,glandular,9,1,glandular,glandular,1,problems,8,10.0,problem,28.0,12,13,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
150.0,primitive,9,1,primitive,primitive,1,therapy,7,3.0,therapy,4.0,22,20,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
151.0,best,4,210,best,best,1,,0,,,,24,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
152.0,old,3,93,old,old,1,machines,8,1.0,machine,1.0,3,6,14,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0054
153.0,several,7,60,several,several,1,ways,4,11.0,way,65.0,10,11,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0057
154.0,few,3,137,few,few,1,weeks,5,14.0,week,51.0,21,22,26,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0058
155.0,little,6,125,little,little,1,time,4,156.0,time,191.0,3,4,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0059
156.0,wholesome,9,1,wholesome,"wholesome, uncontaminated",2,food,4,106.0,food,126.0,7,10,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0059
157.0,uncontaminated,14,1,uncontaminated,"wholesome, uncontaminated",2,food,4,106.0,food,126.0,9,10,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0059
158.0,good,4,379,good,"good, medical",2,care,4,16.0,care,17.0,12,14,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0059
159.0,medical,7,17,medical,"good, medical",2,care,4,16.0,care,17.0,13,14,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0059
160.0,several,7,60,several,several,1,,0,,,,10,,26,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0060
161.0,many,4,192,many,many,1,years,5,61.0,year,120.0,15,16,26,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0060
162.0,little,6,125,little,little,1,ones,4,29.0,one,68.0,21,22,26,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0060
163.0,overwhelming,12,6,overwhelming,overwhelming,1,,0,,,,12,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0061
164.0,grateful,8,7,grateful,grateful,1,,0,,,,18,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0061
165.0,sorry,5,18,sorry,sorry,1,,0,,,,3,,16,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0063
166.0,new,3,252,new,new,1,speeches,8,1.0,speech,6.0,4,11,33,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0001
167.0,remaining,9,1,remaining,"remaining, top",2,leadership,10,8.0,leadership,9.0,27,29,33,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0001
168.0,top,3,26,top,"remaining, top",2,leadership,10,8.0,leadership,9.0,28,29,33,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0001
169.0,top,3,26,top,top,1,commanders,10,2.0,commander,3.0,18,23,40,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0002
170.0,middle,6,5,middle,middle,1,managers,8,2.0,manager,5.0,26,27,40,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0002
