,adj_word,adj_lemma,adj_id,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
1567,hierarchical,hierarchical,16,hierarchical,1,,,,18,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0279
1568,personal,personal,15,"personal, political",2,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0280
1569,spiritual,spiritual,16,spiritual,1,systems,system,19,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0280
1570,political,political,18,"personal, political",2,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0280
1571,high,high,3,high,1,weirdness,weirdness,4,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0281
1572,hardcore,hardcore,8,"hardcore, political",2,factions,faction,11,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0281
1573,political,political,9,"hardcore, political",2,factions,faction,11,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0281
1574,vacuous,vacuous,22,vacuous,1,lack,lack,23,29,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0282
1575,American,american,27,American,1,culture,culture,28,29,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0282
1576,first,first,7,first,1,artists,artist,12,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0284
1577,real,real,2,real,1,problem,problem,3,12,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0287
1578,True,true,1,True,1,believers,believer,2,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0288
1579,dangerous,dangerous,4,dangerous,1,animals,animal,5,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0288
1580,hung,hung,4,hung,1,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0289
1581,up,up,5,up,1,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0289
1582,dominant,dominant,15,dominant,1,form,form,16,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0289
1583,clear,clear,6,clear,1,,,,54,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0290
1584,general,general,19,general,1,,,,54,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0290
1585,pyrimidal,pyrimidal,28,pyrimidal,1,structure,structure,30,54,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0290
1586,dominant,dominant,36,dominant,1,religion,religion,37,54,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0290
1587,true,true,44,true,1,motivations,motivation,45,54,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0290
1588,many,many,21,many,1,,,,27,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0291
1589,old,old,14,old,1,argument,argument,26,27,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0293
1590,rediculous,rediculous,29,rediculous,1,,,,50,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0294
1591,specific,specific,41,specific,1,group,group,42,50,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0294
1592,own,own,15,own,1,egos,ego,16,29,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0296
1593,personal,personal,23,personal,1,metaphors,metaphor,24,29,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0296
1594,dangerous,dangerous,4,dangerous,1,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0297
1595,whole,whole,10,"whole, other",2,topic,topic,12,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0298
1596,other,other,11,"whole, other",2,topic,topic,12,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0298
1597,important,important,21,important,1,,,,41,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0299
1598,particular,particular,39,particular,1,lifestyle,lifestyle,40,41,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0299
1599,missing,missing,32,missing,1,,,,41,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0301
1600,sus,sus,40,sus,1,,,,41,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0301
1601,local,local,22,local,1,stooges,stooge,23,39,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0302
1602,Arab,arab,11,Arab,1,gentleman,gentleman,12,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0002
1603,advisory,advisory,15,advisory,1,board,board,16,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0002
1604,large,large,19,"large, multi-nation",2,corporation,corporation,21,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0002
1605,multi-nation,multi-nation,20,"large, multi-nation",2,corporation,corporation,21,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0002
1606,long,long,4,long,1,read,read,8,9,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0003
1607,worthwhile,worthwhile,7,worthwhile,1,,,,9,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0003
1608,large,large,16,"large, multi-national",2,corporation,corporation,18,23,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0005
1609,multi-national,multi-national,17,"large, multi-national",2,corporation,corporation,18,23,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0005
1610,scientific,scientific,10,scientific,1,entertainment,entertainment,14,48,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0006
1611,technological,technological,12,technological,1,,,,48,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0006
1612,own,own,33,"own, personal",2,view,view,35,48,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0006
1613,personal,personal,34,"own, personal",2,view,view,35,48,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0006
1614,privileged,privileged,17,privileged,1,information,information,18,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0007
1615,proverbial,proverbial,10,proverbial,1,driver,driver,12,26,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0009
1616,fascinating,fascinating,8,fascinating,1,facts,fact,9,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0010
1617,personal,personal,12,personal,1,thoughts,thought,13,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0010
1618,Israeli,israeli,16,Israeli,1,,,,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0010
1619,Arab,arab,18,Arab,1,conflict,conflict,19,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0010
1620,most,most,5,most,1,,,,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0012
1621,broader,broader,11,broader,1,picture,picture,12,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0012
1622,entire,entire,5,"entire, Arab",2,area,area,6,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1623,Arab,arab,15,"entire, Arab",2,area,area,6,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1624,Moslem,moslem,18,Moslem,1,,,,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1625,many,many,22,"many, non-Moslem",2,,,,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1626,non-Arab,non-arab,23,non-Arab,1,minorities,minority,28,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1627,significant,significant,26,significant,1,,,,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1628,non-Moslem,non-moslem,27,"many, non-Moslem",2,,,,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0013
1629,own,own,9,"own, immediate",2,neighborhood,neighborhood,11,12,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0014
1630,immediate,immediate,10,"own, immediate",2,neighborhood,neighborhood,11,12,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0014
1631,related,related,6,related,1,problems,problem,5,43,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0015
1632,central,central,27,central,1,issue,issue,28,43,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0015
1633,central,central,35,central,1,issue,issue,36,43,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0015
1634,old,old,9,"old, Arab",2,conflict,conflict,13,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0016
1635,Israeli,israeli,10,Israeli,1,,,,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0016
1636,Arab,arab,12,"old, Arab",2,conflict,conflict,13,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0016
1637,main,main,21,main,1,show,show,22,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0016
1638,mass,mass,2,mass,1,murder,murder,3,28,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0018
1639,Arab,arab,12,"Arab, Moslem",2,regime,regime,14,28,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0018
1640,Moslem,moslem,13,"Arab, Moslem",2,regime,regime,14,28,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0018
1641,black,black,18,"black, Christian",2,citizens,citizen,20,28,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0018
1642,Christian,christian,19,"black, Christian",2,citizens,citizen,20,28,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0018
1643,frequent,frequent,2,frequent,1,reports,report,3,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0019
1644,other,other,19,other,1,,,,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0019
1645,own,own,14,own,1,people,people,15,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0020
1646,poison,poison,5,poison,1,gas,gas,6,15,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0021
1647,own,own,12,own,1,citizens,citizen,13,25,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0022
1648,civil,civil,8,civil,1,war,war,9,17,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0023
1649,Libyan,libyan,2,Libyan,1,up,up,4,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0024
1650,Moslem,moslem,10,Moslem,1,region,region,11,45,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0025
1651,dysfunctional,dysfunctional,14,dysfunctional,1,,,,45,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0025
1652,independent,independent,38,independent,1,,,,45,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0025
1653,total,total,19,"total, larger",2,population,population,20,39,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0026
1654,larger,larger,25,"total, larger",2,population,population,20,39,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0026
1655,large,large,32,large,1,,,,39,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0026
1656,larger,larger,6,larger,1,area,area,5,15,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0027
1657,natural,natural,10,natural,1,resources,resource,11,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0028
1658,smaller,smaller,17,smaller,1,,,,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0028
1659,equal,equal,25,equal,1,,,,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0028
1660,meager,meager,3,meager,1,,,,35,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0029
1661,rich,rich,9,rich,1,gaps,gap,7,35,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0029
1662,poor,poor,11,poor,1,,,,35,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0029
1663,many,many,17,many,1,,,,35,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0029
1664,rich,rich,20,rich,1,,,,35,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0029
1665,corrupt,corrupt,33,corrupt,1,rulers,ruler,34,35,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0029
1666,social,social,2,social,1,status,status,3,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0030
1667,Human,human,1,Human,1,rights,rights,2,26,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0031
1668,reasonable,reasonable,6,reasonable,1,standard,standard,7,26,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0031
1669,grotesque,grotesque,13,grotesque,1,fact,fact,14,26,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0031
1670,Arab,arab,10,Arab,1,intellectuals,intellectual,11,40,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0032
1671,entire,entire,28,"entire, Arab",2,world,world,30,40,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0032
1672,Arab,arab,29,"entire, Arab",2,world,world,30,40,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0032
1673,smaller,smaller,33,smaller,1,,,,40,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0032
1674,little,little,36,little,1,,,,40,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0032
1675,total,total,2,total,1,number,number,3,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0033
1676,scientific,scientific,5,scientific,1,publications,publication,6,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0033
1677,less,less,12,less,1,,,,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0033
1678,high,high,8,high,1,,,,21,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0034
1679,social,social,15,social,1,gaps,gap,16,21,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0034
1680,cultural,cultural,19,cultural,1,decline,decline,20,21,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0034
1681,next,next,22,"next, wealthy",2,part,part,24,53,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0035
1682,wealthy,wealthy,23,"next, wealthy",2,part,part,24,53,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0035
1683,Moslem,moslem,32,Moslem,1,area,area,33,53,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0035
1684,advanced,advanced,48,advanced,1,cultures,culture,49,53,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0035
1685,fair,fair,3,fair,1,,,,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0036
1686,unprecedented,unprecedented,10,unprecedented,1,ground,ground,12,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0036
1687,cruel,cruel,14,cruel,1,dictators,dictator,15,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0036
1688,general,general,27,general,1,decline,decline,28,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0036
1689,Western,western,24,Western,1,Civilization,civilization,25,39,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0037
1690,decent,decent,7,"decent, honest, good",3,people,people,12,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1691,honest,honest,9,"decent, honest, good",3,people,people,12,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1692,good,good,11,"decent, honest, good",3,people,people,12,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1693,devout,devout,16,"devout, religious",2,,,,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1694,religious,religious,22,"devout, religious",2,,,,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1695,Moslem,moslem,27,Moslem,1,families,family,28,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1696,double,double,32,double,1,victims,victim,33,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1697,outside,outside,36,outside,1,world,world,37,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1698,own,own,47,own,1,environment,environment,48,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1699,dysfunctional,dysfunctional,56,dysfunctional,1,,,,57,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0038
1700,vast,vast,6,"vast, silent",2,majority,majority,8,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0039
1701,silent,silent,7,"vast, silent",2,majority,majority,8,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0039
1702,political,political,12,political,1,leaders,leader,13,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0040
1703,many,many,20,many,1,others,other,21,22,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0040
1704,Many,many,1,"Many, afraid",2,,,,18,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0041
1705,afraid,afraid,13,"Many, afraid",2,,,,18,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0041
1706,last,last,5,"last, few",2,years,year,7,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0042
1707,few,few,6,"last, few",2,years,year,7,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0042
1708,rampant,rampant,23,rampant,1,,,,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0042
1709,present,present,27,present,1,upheaval,upheaval,28,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0042
1710,few,few,2,"few, more",2,years,year,4,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0043
1711,more,more,3,"few, more",2,years,year,4,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0043
1712,main,main,5,main,1,pillars,pillar,6,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0044
1713,current,current,9,current,1,Conflict,conflict,11,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0044
1714,undeclared,undeclared,24,undeclared,1,,,,29,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0044
1715,first,first,5,first,1,element,element,6,12,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0045
1716,new,new,6,new,1,invention,invention,7,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0046
1717,popular,popular,13,popular,1,,,,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0046
1718,most,most,9,most,1,,,,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0047
1719,potent,potent,5,"potent, psychological",2,weapon,weapon,7,8,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0048
1720,psychological,psychological,6,"potent, psychological",2,weapon,weapon,7,8,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0048
1721,real,real,2,"real, direct",2,impact,impact,4,8,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0049
1722,direct,direct,3,"real, direct",2,impact,impact,4,8,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0049
1723,minor,minor,7,minor,1,,,,8,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0049
1724,total,total,2,total,1,number,number,3,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0050
1725,last,last,15,last,1,years,year,17,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0050
1726,smaller,smaller,20,smaller,1,,,,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0050
1727,lethal,lethal,7,lethal,1,,,,10,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0051
1728,many,many,9,many,1,earthquakes,earthquake,10,10,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0051
1729,More,more,1,More,1,people,people,2,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0052
1730,Moslem,moslem,24,Moslem,1,murderers,murderer,26,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0052
1731,every,every,3,every,1,month,month,4,21,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0053
1732,more,more,5,more,1,people,people,6,21,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0053
1733,spectacular,spectacular,3,spectacular,1,,,,4,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0056
1734,frightening,frightening,3,frightening,1,,,,4,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0057
1735,cruel,cruel,5,cruel,1,death,death,6,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0058
1736,horrible,horrible,11,"horrible, severe, lifelong, many",4,injuries,injury,14,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0058
1737,severe,severe,12,"horrible, severe, lifelong, many",4,injuries,injury,14,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0058
1738,lifelong,lifelong,13,"horrible, severe, lifelong, many",4,injuries,injury,14,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0058
1739,many,many,16,"horrible, severe, lifelong, many",4,injuries,injury,14,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0058
1740,wounded,wounded,19,wounded,1,,,,20,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0058
1741,great,great,8,great,1,detail,detail,9,10,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0059
1742,such,such,2,such,1,murder,murder,3,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0060
1743,hysterical,hysterical,9,hysterical,1,coverage,coverage,11,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0060
1744,real,real,3,real,1,fear,fear,4,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0061
1745,undisputed,undisputed,8,undisputed,1,fact,fact,9,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0061
1746,preventive,preventive,15,preventive,1,measures,measure,16,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0061
1747,determined,determined,21,determined,1,murderer,murderer,23,24,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0061
1748,last,last,12,last,1,murder,murder,13,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0063
1749,next,next,17,next,1,,,,19,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0063
1750,best,best,6,best,1,security,security,8,12,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0064
1751,many,many,25,many,1,people,people,26,27,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0065
1752,crowded,crowded,12,crowded,1,line,line,13,23,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0066
1753,busy,busy,13,busy,1,period,period,15,16,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0067
1754,preventive,preventive,8,preventive,1,measures,measure,11,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0071
1755,defensive,defensive,10,defensive,1,,,,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0071
1756,strict,strict,14,strict,1,controls,controls,16,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0071
1757,defensive,defensive,29,defensive,1,way,way,30,31,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0071
1758,cold,cold,8,cold,1,,,,16,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0074
1759,blooded,blooded,10,"blooded, murderous",2,incitement,incitement,12,16,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0074
1760,murderous,murderous,11,"blooded, murderous",2,incitement,incitement,12,16,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0074
1761,else,else,15,else,1,,,,16,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0074
1762,true,true,7,"true, fanatic, religious",3,beliefs,belief,10,11,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0075
1763,fanatic,fanatic,8,"true, fanatic, religious",3,beliefs,belief,10,11,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0075
1764,religious,religious,9,"true, fanatic, religious",3,beliefs,belief,10,11,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0075
1765,Moslem,moslem,2,Moslem,1,preacher,preacher,3,9,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0076
1766,Arab,arab,5,Arab,1,politician,politician,6,15,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0077
1767,religious,religious,8,religious,1,leader,leader,9,15,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0077
1768,influential,influential,5,influential,1,,,,9,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0078
1769,religious,religious,8,religious,1,leaders,leader,9,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0079
1770,supreme,supreme,29,supreme,1,act,act,30,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0079
1771,religious,religious,32,religious,1,fervor,fervor,33,34,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0079
1772,interested,interested,4,interested,1,,,,12,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0080
1773,outcast,outcast,5,outcast,1,women,woman,6,17,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0081
1774,naive,naive,8,naive,1,children,child,9,17,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0081
1775,retarded,retarded,11,retarded,1,people,people,12,17,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0081
1776,young,young,14,young,1,hotheads,hothead,16,17,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0081
1777,sexual,sexual,8,sexual,1,delights,delight,5,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0082
1778,next,next,12,next,1,world,world,13,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0082
1779,supreme,supreme,22,supreme,1,act,act,23,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0082
1780,enough,enough,27,"enough, innocent",2,people,people,29,32,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0082
