,adj_word,adj_word_len,adj_word_count,adj_lemma,mod_adj,mod_adj_len,mod_adj_count,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
2924,local,5,50,local,Good,4,7.0,steakhouse,10,2.0,steakhouse,3.0,2,3,8,reviews-227605-0001
2925,good,4,379,good,,0,,,0,,,,3,,4,reviews-056408-0001
2926,oily,4,2,oily,,0,,,0,,,,4,,5,reviews-056408-0002
2927,high,4,61,high,,0,,dollar,6,2.0,dollar,5.0,6,7,9,reviews-120724-0001
2928,Informative,11,1,informative,,0,,website,7,7.0,website,10.0,2,3,9,reviews-295935-0001
2929,good,4,379,good,,0,,work,4,38.0,work,43.0,8,9,9,reviews-295935-0001
2930,bast,4,1,bast,,0,,cab,3,1.0,cab,2.0,2,3,5,reviews-184290-0002
2931,Great,5,100,great,,0,,food,4,106.0,food,126.0,1,2,9,reviews-362073-0001
2932,nice,4,93,nice,,0,,people,6,110.0,people,115.0,4,5,9,reviews-362073-0001
2933,pleasant,8,21,pleasant,,0,,experience,10,55.0,experience,68.0,7,8,9,reviews-362073-0001
2934,good,4,379,good,,0,,,0,,,,1,,1,reviews-005265-0001
2935,cute,4,9,cute,nice,4,14.0,library,7,3.0,library,3.0,4,9,9,reviews-005265-0002
2936,little,6,125,little,nice,4,14.0,library,7,3.0,library,3.0,5,9,9,reviews-005265-0002
2937,nice,4,93,nice,little,6,22.0,library,7,3.0,library,3.0,6,9,9,reviews-005265-0002
2938,quiet,5,6,quiet,,0,,,0,,,,8,,9,reviews-005265-0002
2939,many,4,192,many,,0,,thanks,6,10.0,thanks,10.0,1,2,2,reviews-255757-0002
2940,local,5,50,local,,0,,crew,4,2.0,crew,2.0,1,2,3,reviews-351950-0001
2941,Great,5,100,great,,0,,Service,7,23.0,service,165.0,1,2,6,reviews-152281-0001
2942,Nice,4,10,nice,,0,,Lights,6,1.0,light,6.0,1,3,4,reviews-152281-0002
2943,Best,4,65,best,,0,,ceviche,7,1.0,ceviche,1.0,1,2,10,reviews-211709-0001
2944,nice,4,93,nice,,0,,park,4,5.0,park,7.0,3,4,5,reviews-304759-0001
2945,splendid,8,1,splendid,,0,,,0,,,,5,,6,reviews-304759-0002
2946,quick,5,28,quick,,0,,,0,,,,4,,5,reviews-354555-0001
2947,sweet,5,15,sweet,,0,,,0,,,,5,,6,reviews-354555-0002
2948,Horrible,8,8,horrible,,0,,,0,,,,1,,2,reviews-174824-0002
2949,reasonable,10,32,reasonable,,0,,prices,6,18.0,price,53.0,2,3,4,reviews-283903-0001
2950,quick,5,28,quick,,0,,,0,,,,1,,5,reviews-283903-0002
2951,Friendly,8,7,friendly,,0,,service,7,120.0,service,165.0,1,2,3,reviews-283903-0003
2952,favorite,8,14,favorite,,0,,store,5,18.0,store,26.0,4,6,7,reviews-250878-0001
2953,many,4,192,many,,0,,kids,4,5.0,kid,7.0,2,3,12,reviews-388121-0001
2954,many,4,192,many,,0,,knifings,8,1.0,knifing,1.0,6,7,12,reviews-388121-0001
2955,many,4,192,many,,0,,taserings,9,1.0,tasering,1.0,10,11,12,reviews-388121-0001
2956,worst,5,22,worst,,0,,club,4,2.0,club,4.0,4,7,12,reviews-171120-0001
2957,relaxed,7,10,relaxed,,0,,,0,,,,3,,7,reviews-343336-0002
2958,Friendly,8,7,friendly,,0,,service,7,120.0,service,165.0,1,2,3,reviews-038523-0001
2959,Attentive,9,1,attentive,,0,,,0,,,,1,,7,reviews-038523-0002
2960,awesome,7,29,awesome,,0,,,0,,,,4,,4,reviews-286172-0001
2961,Great,5,100,great,,0,,work,4,38.0,work,43.0,1,2,6,reviews-286172-0002
2962,good,4,379,good,,0,,price,5,27.0,price,53.0,4,5,6,reviews-286172-0002
2963,Great,5,100,great,,0,,product,7,4.0,product,14.0,1,2,6,reviews-124492-0001
2964,great,5,252,great,,0,,service,7,120.0,service,165.0,4,5,6,reviews-124492-0001
2965,Excellent,9,26,excellent,,0,,Service,7,23.0,service,165.0,5,6,7,reviews-124492-0002
2966,entertaining,12,2,entertaining,,0,,,0,,,,12,,13,reviews-207348-0001
2967,green,5,13,green,,0,,curry,5,4.0,curry,4.0,1,2,8,reviews-199045-0001
2968,red,3,11,red,,0,,curry,5,4.0,curry,4.0,4,5,8,reviews-199045-0001
2969,awesome,7,29,awesome,,0,,,0,,,,7,,8,reviews-199045-0001
2970,extra,5,21,extra,,0,,vege,4,1.0,vege,1.0,5,6,6,reviews-199045-0002
2971,quick,5,28,quick,,0,,,0,,,,3,,6,reviews-126134-0001
2972,timely,6,8,timely,,0,,,0,,,,5,,6,reviews-126134-0001
2973,best,4,210,best,,0,,Supermarket,11,1.0,supermarket,1.0,2,3,13,reviews-277703-0001
2974,Wonderful,9,10,wonderful,Wonderful,9,3.0,People,6,5.0,people,115.0,1,3,4,reviews-086914-0001
2975,Wonderful,9,10,wonderful,Wonderful,9,3.0,People,6,5.0,people,115.0,2,3,4,reviews-086914-0001
2976,great,5,252,great,,0,,job,3,51.0,job,62.0,3,4,11,reviews-346074-0001
2977,Nice,4,10,nice,greek,5,2.0,bar,3,4.0,bar,4.0,1,6,9,reviews-058878-0001
2978,little,6,125,little,greek,5,2.0,bar,3,4.0,bar,4.0,2,6,9,reviews-058878-0001
2979,greek,5,2,greek,little,6,22.0,bar,3,4.0,bar,4.0,5,6,9,reviews-058878-0001
2980,Good,4,54,good,,0,,food,4,106.0,food,126.0,1,2,3,reviews-058878-0002
2981,Great,5,100,great,,0,,wings,5,1.0,wing,4.0,1,2,3,reviews-058878-0003
2982,impossible,10,9,impossible,,0,,,0,,,,3,,11,reviews-395640-0002
2983,finest,6,2,finest,German,6,5.0,store,5,18.0,store,26.0,2,7,8,reviews-266955-0001
2984,German,6,8,german,finest,6,1.0,store,5,18.0,store,26.0,3,7,8,reviews-266955-0001
2985,legit,5,2,legit,,0,,,0,,,,3,,4,reviews-212369-0001
2986,amazing,7,41,amazing,,0,,,0,,,,3,,4,reviews-212369-0003
2987,hard,4,48,hard,,0,,,0,,,,1,,16,reviews-336305-0001
2988,awful,5,8,awful,,0,,margarita,9,1.0,margarita,1.0,6,7,16,reviews-336305-0001
2989,steep,5,2,steep,,0,,prices,6,18.0,price,53.0,9,10,16,reviews-336305-0001
2990,good,4,379,good,,0,,,0,,,,16,,16,reviews-336305-0001
2991,Excellent,9,26,excellent,,0,,service,7,120.0,service,165.0,1,3,7,reviews-187163-0003
2992,quality,7,9,quality,,0,,work,4,38.0,work,43.0,5,6,7,reviews-187163-0003
2993,only,4,66,only,,0,,shop,4,12.0,shop,18.0,4,9,17,reviews-232278-0001
2994,Great,5,100,great,fair,4,4.0,job,3,51.0,job,62.0,1,2,11,reviews-047891-0001
2995,fair,4,19,fair,Great,5,9.0,job,3,51.0,job,62.0,10,2,11,reviews-047891-0001
2996,Great,5,100,great,,0,,job,3,51.0,job,62.0,1,2,3,reviews-192399-0002
2997,AWESOME,7,3,awesome,,0,,food,4,106.0,food,126.0,1,2,3,reviews-089136-0001
2998,sure,4,138,sure,,0,,,0,,,,2,,14,reviews-089136-0002
2999,OILY,4,1,oily,,0,,sauces,6,1.0,sauce,1.0,5,6,14,reviews-089136-0002
3000,moist,5,1,moist,,0,,,0,,,,13,,14,reviews-089136-0002
3001,good,4,379,good,,0,,hospitality,11,3.0,hospitality,3.0,2,3,5,reviews-139152-0002
3002,Close,5,1,close,,0,,,0,,,,1,,18,reviews-296357-0001
3003,only,4,66,only,,0,,reason,6,15.0,reason,25.0,9,10,18,reviews-296357-0001
3004,particular,10,23,particular,,0,,,0,,,,16,,18,reviews-296357-0001
3005,Open,4,1,open,,0,,room,4,23.0,room,29.0,4,2,5,reviews-046500-0002
3006,great,5,252,great,,0,,place,5,119.0,place,163.0,4,5,9,reviews-138110-0001
3007,cool,4,18,cool,,0,,,0,,,,11,,11,reviews-138110-0002
3008,best,4,210,best,,0,,,0,,,,1,,1,reviews-104703-0001
3009,Best,4,65,best,,0,,mani,4,1.0,mani,1.0,1,3,8,reviews-104703-0002
3010,amazing,7,41,amazing,,0,,,0,,,,3,,11,reviews-104703-0003
3011,friendly,8,84,friendly,,0,,,0,,,,6,,14,reviews-200668-0002
3012,helpful,7,61,helpful,,0,,,0,,,,8,,14,reviews-200668-0002
3013,amazing,7,41,amazing,great,5,22.0,beers,5,5.0,beer,8.0,1,6,7,reviews-155050-0001
3014,fun,3,25,fun,great,5,22.0,beers,5,5.0,beer,8.0,3,6,7,reviews-155050-0001
3015,great,5,252,great,fun,3,7.0,beers,5,5.0,beer,8.0,5,6,7,reviews-155050-0001
3016,better,6,112,better,,0,,,0,,,,6,,14,reviews-155050-0002
3017,good,4,379,good,,0,,place,5,119.0,place,163.0,13,14,14,reviews-155050-0002
3018,Amazing,7,8,amazing,,0,,service,7,120.0,service,165.0,1,2,3,reviews-146820-0001
3019,best,4,210,best,,0,,experience,10,55.0,experience,68.0,5,6,12,reviews-146820-0002
3020,Courteous,9,1,courteous,,0,,,0,,,,1,,6,reviews-146820-0003
3021,fast,4,25,fast,friendly,8,16.0,,0,,,,3,,6,reviews-146820-0003
3022,friendly,8,84,friendly,fast,4,4.0,,0,,,,5,,6,reviews-146820-0003
3023,best,4,210,best,,0,,place,5,119.0,place,163.0,11,16,21,reviews-299524-0001
3024,Horrible,8,8,horrible,,0,,service,7,120.0,service,165.0,1,2,3,reviews-241108-0002
3025,rude,4,26,rude,,0,,,0,,,,2,,3,reviews-241108-0003
3026,old,3,93,old,,0,,daughter,8,4.0,daughter,4.0,4,5,9,reviews-001325-0002
3027,best,4,210,best,,0,,club,4,2.0,club,4.0,2,4,6,reviews-001325-0003
3028,excellent,9,63,excellent,,0,,,0,,,,4,,9,reviews-363482-0001
3029,overpriced,10,9,overpriced,,0,,,0,,,,8,,9,reviews-363482-0001
3030,incorrect,9,3,incorrect,,0,,,0,,,,5,,17,reviews-002317-0002
3031,new,3,252,new,mobile,6,1.0,number,6,25.0,number,33.0,8,10,17,reviews-002317-0002
3032,mobile,6,4,mobile,new,3,48.0,number,6,25.0,number,33.0,9,10,17,reviews-002317-0002
3033,friendly,8,84,friendly,,0,,,0,,,,9,,10,reviews-059655-0001
3034,great,5,252,great,,0,,job,3,51.0,job,62.0,3,4,5,reviews-059655-0002
3035,pleased,7,23,pleased,,0,,,0,,,,4,,8,reviews-059655-0003
3036,quick,5,28,quick,good,4,40.0,service,7,120.0,service,165.0,4,7,22,reviews-390330-0001
3037,good,4,379,good,quick,5,5.0,service,7,120.0,service,165.0,6,7,22,reviews-390330-0001
3038,reasonable,10,32,reasonable,,0,,prices,6,18.0,price,53.0,10,11,22,reviews-390330-0001
3039,awesome,7,29,awesome,,0,,,0,,,,21,,22,reviews-126086-0001
3040,Poor,4,6,poor,,0,,Taste,5,1.0,taste,5.0,1,2,2,reviews-210153-0001
3041,lower,5,13,lower,,0,,rating,6,3.0,rating,4.0,4,5,14,reviews-210153-0002
3042,negative,8,6,negative,,0,,number,6,25.0,number,33.0,2,3,7,reviews-210153-0003
3043,available,9,58,available,,0,,,0,,,,6,,7,reviews-210153-0003
3044,friendly,8,84,friendly,,0,,people,6,110.0,people,115.0,2,3,8,reviews-025516-0001
3045,brilliant,9,1,brilliant,,0,,service,7,120.0,service,165.0,6,7,8,reviews-025516-0001
3046,Worst,5,8,worst,,0,,experience,10,55.0,experience,68.0,1,2,20,reviews-396046-0001
3047,rudest,6,2,rudest,,0,,person,6,28.0,person,29.0,14,15,20,reviews-396046-0001
3048,decent,6,12,decent,high,4,6.0,,0,,,,9,,24,reviews-158285-0001
3049,high,4,61,high,decent,6,1.0,,0,,,,15,,24,reviews-158285-0001
3050,new,3,252,new,,0,,decor,5,1.0,decor,1.0,21,22,24,reviews-158285-0001
3051,tacky,5,2,tacky,,0,,,0,,,,24,,24,reviews-158285-0001
3052,Rude,4,8,rude,,0,,,0,,,,1,,3,reviews-245928-0001
3053,Untrustworthy,13,1,untrustworthy,,0,,,0,,,,3,,3,reviews-245928-0001
3054,rude,4,26,rude,,0,,,0,,,,4,,7,reviews-245928-0003
3055,Good,4,54,good,,0,,food,4,106.0,food,126.0,1,2,10,reviews-022273-0001
3056,good,4,379,good,,0,,location,8,11.0,location,17.0,4,5,10,reviews-022273-0001
3057,good,4,379,good,,0,,prices,6,18.0,price,53.0,8,9,10,reviews-022273-0001
3058,busy,4,22,busy,,0,,,0,,,,13,,16,reviews-022273-0002
3059,better,6,112,better,vegetarian,10,1.0,sandwiches,10,2.0,sandwich,4.0,4,6,12,reviews-334928-0001
3060,vegetarian,10,3,vegetarian,better,6,12.0,sandwiches,10,2.0,sandwich,4.0,5,6,12,reviews-334928-0001
3061,high,4,61,high,,0,,quality,7,21.0,quality,24.0,8,9,13,reviews-334928-0002
3062,Old,3,1,old,,0,,time,4,156.0,time,191.0,1,2,11,reviews-314024-0001
3063,best,4,210,best,,0,,steaks,6,1.0,steak,3.0,5,6,11,reviews-314024-0001
3064,Great,5,100,great,,0,,meats,5,1.0,meat,7.0,1,2,14,reviews-314024-0002
3065,easy,4,48,easy,,0,,,0,,,,8,,14,reviews-314024-0002
3066,Top,3,5,top,,0,,Quality,7,2.0,quality,24.0,2,3,9,reviews-128808-0002
3067,artistic,8,5,artistic,,0,,standards,9,9.0,standard,11.0,7,8,9,reviews-128808-0002
3068,best,4,210,best,,0,,,0,,,,2,,10,reviews-128808-0003
3069,contemporary,12,2,contemporary,,0,,sandwicheering,14,1.0,sandwicheering,1.0,8,9,10,reviews-128808-0003
3070,rude,4,26,rude,,0,,,0,,,,2,,5,reviews-130647-0002
3071,unprofessional,14,2,unprofessional,,0,,,0,,,,4,,5,reviews-130647-0002
3072,small,5,78,small,,0,,children,8,13.0,child,13.0,14,15,17,reviews-130647-0003
3073,best,4,210,best,,0,,orthodontics,12,1.0,orthodontics,1.0,4,5,9,reviews-171877-0002
3074,straight,8,5,straight,,0,,teeth,5,1.0,teeth,1.0,6,7,8,reviews-171877-0004
3075,Fantastic,9,9,fantastic,,0,,couple,6,6.0,couple,6.0,1,2,5,reviews-363428-0002
3076,Breathtaking,12,1,breathtaking,,0,,views,5,4.0,view,16.0,1,2,6,reviews-363428-0003
3077,fabulous,8,7,fabulous,,0,,accommodation,13,1.0,accommodation,1.0,4,5,6,reviews-363428-0003
3078,much,4,102,much,,0,,trouble,7,4.0,trouble,4.0,3,4,13,reviews-363428-0004
3079,great,5,252,great,,0,,stay,4,5.0,stay,6.0,11,12,13,reviews-363428-0004
3080,great,5,252,great,,0,,job,3,51.0,job,62.0,8,9,10,reviews-014764-0001
3081,professional,12,49,professional,,0,,,0,,,,2,,6,reviews-014764-0002
3082,great,5,252,great,,0,,results,7,3.0,result,9.0,4,5,6,reviews-014764-0002
3083,Many,4,26,many,,0,,thanks,6,10.0,thanks,10.0,1,2,11,reviews-014764-0003
3084,same,4,152,same,,0,,politeness,10,1.0,politeness,1.0,16,17,21,reviews-171255-0002
3085,fantastic,9,19,fantastic,,0,,experience,10,55.0,experience,68.0,2,3,10,reviews-011806-0001
3086,Sheer,5,1,sheer,,0,,contrast,8,3.0,contrast,3.0,1,2,16,reviews-011806-0002
3087,wooden,6,1,wooden,,0,,plank,5,1.0,plank,1.0,15,16,16,reviews-011806-0002
3088,Decent,6,1,decent,,0,,place,5,119.0,place,163.0,1,2,11,reviews-122514-0001
3089,clean,5,51,clean,,0,,,0,,,,3,,18,reviews-122514-0002
3090,safe,4,24,safe,,0,,part,4,22.0,part,29.0,14,15,18,reviews-122514-0002
3091,Best,4,65,best,,0,,Electrician,11,1.0,electrician,2.0,1,2,4,reviews-329807-0001
3092,great,5,252,great,,0,,job,3,51.0,job,62.0,6,7,12,reviews-329807-0003
3093,reasonable,10,32,reasonable,,0,,price,5,27.0,price,53.0,10,11,12,reviews-329807-0003
3094,impressed,9,11,impressed,,0,,,0,,,,2,,3,reviews-325330-0001
3095,Overpriced,10,2,overpriced,,0,,,0,,,,1,,21,reviews-325330-0002
3096,arrogant,8,3,arrogant,,0,,,0,,,,6,,21,reviews-325330-0002
3097,few,3,137,few,,0,,clients,7,2.0,client,3.0,16,17,21,reviews-325330-0002
3098,comprehensive,13,4,comprehensive,,0,,service,7,120.0,service,165.0,3,4,26,reviews-088954-0001
3099,excellent,9,63,excellent,transparent,11,1.0,communication,13,6.0,communication,6.0,6,7,26,reviews-088954-0001
3100,transparent,11,2,transparent,excellent,9,6.0,communication,13,6.0,communication,6.0,13,7,26,reviews-088954-0001
3101,pleasant,8,21,pleasant,,0,,,0,,,,12,,13,reviews-313126-0001
3102,helpful,7,61,helpful,rude,4,5.0,,0,,,,9,,15,reviews-313126-0002
3103,rude,4,26,rude,helpful,7,2.0,,0,,,,14,,15,reviews-313126-0002
3104,greasy,6,2,greasy,,0,,,0,,,,2,,3,reviews-392826-0001
3105,last,4,145,last,,0,,time,4,156.0,time,191.0,7,8,12,reviews-392826-0003
3106,spendy,6,1,spendy,,0,,,0,,,,2,,7,reviews-392826-0004
3107,great,5,252,great,,0,,quality,7,21.0,quality,24.0,6,7,7,reviews-392826-0004
3108,superb,6,6,superb,,0,,,0,,,,6,,7,reviews-369608-0001
3109,great,5,252,great,,0,,care,4,16.0,care,17.0,8,9,12,reviews-369608-0002
3110,busy,4,22,busy,,0,,,0,,,,4,,29,reviews-097548-0001
3111,orginizied,10,1,organized,,0,,,0,,,,15,,29,reviews-097548-0001
3112,only,4,66,only,,0,,Attorney,8,3.0,attorney,6.0,2,10,15,reviews-181696-0002
3113,Perfect,7,5,perfect,,0,,Score,5,1.0,score,3.0,5,6,15,reviews-181696-0002
3114,amazing,7,41,amazing,,0,,,0,,,,3,,4,reviews-030395-0001
3115,delicious,9,16,delicious,healthy,7,3.0,food,4,106.0,food,126.0,3,7,16,reviews-030395-0002
3116,healthy,7,18,healthy,delicious,9,4.0,food,4,106.0,food,126.0,6,7,16,reviews-030395-0002
3117,great,5,252,great,,0,,style,5,4.0,style,5.0,10,15,16,reviews-030395-0002
3118,fast,4,25,fast,,0,,food,4,106.0,food,126.0,13,14,16,reviews-030395-0002
3119,friendly,8,84,friendly,,0,,,0,,,,5,,6,reviews-030395-0003
3120,best,4,210,best,,0,,,0,,,,5,,18,reviews-336285-0002
3121,wornderful,10,1,wonderful,,0,,school,6,21.0,school,27.0,16,17,18,reviews-336285-0002
3122,best,4,210,best,,0,,,0,,,,5,,9,reviews-336285-0003
3123,terrible,8,14,terrible,,0,,,0,,,,4,,5,reviews-061721-0002
3124,rude,4,26,rude,,0,,,0,,,,10,,11,reviews-061721-0003
3125,excellent,9,63,excellent,,0,,service,7,120.0,service,165.0,6,7,18,reviews-169610-0002
3126,great,5,252,great,,0,,deal,4,25.0,deal,36.0,12,13,18,reviews-169610-0002
3127,easy,4,48,easy,,0,,closing,7,1.0,closing,1.0,8,9,10,reviews-169610-0003
3128,expired,7,2,expired,,0,,,0,,,,4,,11,reviews-034995-0001
3129,healthy,7,18,healthy,,0,,dose,4,2.0,dose,2.0,11,12,20,reviews-034995-0002
3130,nasty,5,3,nasty,rude,4,5.0,attitude,8,4.0,attitude,4.0,14,16,20,reviews-034995-0002
3131,rude,4,26,rude,nasty,5,2.0,attitude,8,4.0,attitude,4.0,15,16,20,reviews-034995-0002
3132,polite,6,4,polite,,0,,,0,,,,4,,11,reviews-101864-0003
3133,professional,12,49,professional,quick,5,5.0,,0,,,,6,,11,reviews-101864-0003
3134,clean,5,51,clean,quick,5,5.0,,0,,,,8,,11,reviews-101864-0003
3135,quick,5,28,quick,clean,5,13.0,,0,,,,10,,11,reviews-101864-0003
3136,worried,7,12,worried,,0,,,0,,,,4,,9,reviews-101864-0004
3137,satisfied,9,9,satisfied,,0,,,0,,,,8,,9,reviews-101864-0004
3138,MEAN,4,1,mean,,0,,,0,,,,8,,16,reviews-200566-0002
3139,MAD,3,1,mad,,0,,,0,,,,11,,16,reviews-200566-0002
3140,WORST,5,1,worst,,0,,SCHOOL,6,1.0,school,27.0,4,5,10,reviews-200566-0003
3141,Superior,8,1,superior,,0,,work,4,38.0,work,43.0,1,2,11,reviews-270889-0002
3142,many,4,192,many,different,9,7.0,people,6,110.0,people,115.0,4,7,17,reviews-270889-0003
3143,different,9,74,different,many,4,43.0,people,6,110.0,people,115.0,5,7,17,reviews-270889-0003
3144,impressive,10,6,impressive,,0,,,0,,,,2,,3,reviews-294978-0001
3145,fine,4,48,fine,mystified,9,1.0,place,5,119.0,place,163.0,4,5,17,reviews-294978-0002
3146,little,6,125,little,,0,,,0,,,,11,,17,reviews-294978-0002
3147,mystified,9,1,mystified,fine,4,5.0,place,5,119.0,place,163.0,12,5,17,reviews-294978-0002
3148,wrong,5,38,wrong,,0,,,0,,,,2,,13,reviews-294978-0003
3149,better,6,112,better,,0,,options,7,28.0,option,39.0,7,8,13,reviews-294978-0003
3150,exelent,7,1,excellent,,0,,Job,3,7.0,job,62.0,1,2,2,reviews-217747-0001
3151,superior,8,4,superior,,0,,job,3,51.0,job,62.0,8,9,12,reviews-217747-0002
3152,weekly,6,12,weekly,,0,,appointment,11,5.0,appointment,6.0,4,5,18,reviews-264993-0002
3153,heavenly,8,1,heavenly,,0,,,0,,,,5,,6,reviews-264993-0003
3154,friendly,8,84,friendly,,0,,place,5,119.0,place,163.0,2,3,4,reviews-264993-0004
3155,great,5,252,great,,0,,,0,,,,4,,5,reviews-256677-0002
3156,wonderful,9,39,wonderful,,0,,,0,,,,5,,6,reviews-256677-0003
3157,Excellent,9,26,excellent,,0,,efficiency,10,2.0,efficiency,2.0,1,3,3,reviews-054269-0001
3158,much,4,102,much,,0,,water,5,16.0,water,19.0,10,11,30,reviews-054269-0002
3159,previous,8,13,previous,,0,,dryers,6,1.0,dryer,1.0,14,15,30,reviews-054269-0002
3160,significant,11,20,significant,,0,,saving,6,1.0,saving,1.0,27,29,30,reviews-054269-0002
3161,fast,4,25,fast,,0,,service,7,120.0,service,165.0,2,3,13,reviews-083563-0002
3162,bad,3,75,bad,worse,5,2.0,situation,9,12.0,situation,14.0,7,8,13,reviews-083563-0002
3163,worse,5,11,worse,bad,3,15.0,situation,9,12.0,situation,14.0,12,8,13,reviews-083563-0002
3164,many,4,192,many,,0,,thanks,6,10.0,thanks,10.0,1,2,4,reviews-083563-0003
3165,best,4,210,best,fresh,5,12.0,food,4,106.0,food,126.0,2,4,21,reviews-060396-0001
3166,Thai,4,6,thai,fresh,5,12.0,food,4,106.0,food,126.0,3,4,21,reviews-060396-0001
3167,fresh,5,33,fresh,Thai,4,3.0,food,4,106.0,food,126.0,13,4,21,reviews-060396-0001
3168,much,4,102,much,Thai,4,3.0,favor,5,3.0,favor,3.0,16,17,21,reviews-060396-0001
3169,authentic,9,7,authentic,,0,,,0,,,,19,,21,reviews-060396-0001
3170,Thai,4,6,thai,much,4,5.0,favor,5,3.0,favor,3.0,20,17,21,reviews-060396-0001
3171,beautiful,9,29,beautiful,thai,4,1.0,restaurant,10,27.0,restaurant,39.0,6,8,14,reviews-060396-0002
3172,thai,4,1,thai,beautiful,9,8.0,restaurant,10,27.0,restaurant,39.0,7,8,14,reviews-060396-0002
3173,Fresh,5,2,fresh,,0,,,0,,,,1,,4,reviews-034320-0001
3174,unic,4,2,unique,,0,,,0,,,,3,,4,reviews-034320-0001
3175,professional,12,49,professional,,0,,work,4,38.0,work,43.0,2,9,10,reviews-034320-0002
3176,talented,8,6,talented,fresh,5,12.0,,0,,,,4,,10,reviews-034320-0002
3177,unic,4,2,unique,fresh,5,12.0,,0,,,,6,,10,reviews-034320-0002
3178,fresh,5,33,fresh,unic,4,1.0,,0,,,,8,,10,reviews-034320-0002
3179,amazing,7,41,amazing,,0,,gift,4,2.0,gift,3.0,4,5,21,reviews-034320-0003
3180,commercial,10,12,commercial,,0,,purpose,7,2.0,purpose,4.0,19,20,21,reviews-034320-0003
3181,OK,2,17,ok,,0,,Food,4,9.0,food,126.0,1,2,5,reviews-005760-0001
3182,Slow,4,1,slow,,0,,service,7,120.0,service,165.0,4,5,5,reviews-005760-0001
3183,bland,5,5,bland,,0,,,0,,,,5,,6,reviews-005760-0002
3184,Expensive,9,2,expensive,,0,,,0,,,,1,,12,reviews-005760-0004
3185,Fantastic,9,9,fantastic,professional,12,6.0,service,7,120.0,service,165.0,1,3,4,reviews-080814-0001
3186,professional,12,49,professional,Fantastic,9,2.0,service,7,120.0,service,165.0,2,3,4,reviews-080814-0001
3187,delightful,10,2,delightful,,0,,,0,,,,2,,3,reviews-287360-0001
3188,other,5,320,other,,0,,company,7,18.0,company,29.0,6,7,13,reviews-287360-0003
3189,Great,5,100,great,,0,,people,6,110.0,people,115.0,1,2,3,reviews-287360-0004
3190,professional,12,49,professional,,0,,,0,,,,2,,3,reviews-287360-0005
3191,Terrible,8,4,terrible,,0,,service,7,120.0,service,165.0,1,3,3,reviews-299169-0001
3192,hungry,6,8,hungry,,0,,refund,6,1.0,refund,1.0,20,17,21,reviews-299169-0003
3193,other,5,320,other,,0,,utilities,9,2.0,utility,3.0,4,5,18,reviews-186235-0002
3194,Bad,3,7,bad,,0,,Service,7,23.0,service,165.0,1,2,2,reviews-343813-0001
3195,impressed,9,11,impressed,,0,,,0,,,,2,,3,reviews-343813-0006
3196,fair,4,19,fair,,0,,amount,6,17.0,amount,29.0,8,9,15,reviews-332068-0001
3197,several,7,60,several,,0,,weeks,5,14.0,week,51.0,13,14,15,reviews-332068-0001
3198,dirty,5,11,dirty,,0,,,0,,,,6,,22,reviews-332068-0002
3199,real,4,60,real,organized,9,2.0,disaster,8,10.0,disaster,16.0,10,11,22,reviews-332068-0002
3200,organized,9,6,organized,real,4,6.0,disaster,8,10.0,disaster,16.0,16,11,22,reviews-332068-0002
3201,Best,4,65,best,,0,,service,7,120.0,service,165.0,1,4,8,reviews-307170-0001
3202,knowledgeable,13,12,knowledgeable,,0,,,0,,,,2,,8,reviews-012047-0001
3203,friendly,8,84,friendly,,0,,,0,,,,4,,8,reviews-012047-0001
3204,financial,9,27,financial,,0,,institutions,12,2.0,institution,2.0,4,5,12,reviews-012047-0002
3205,medical,7,17,medical,,0,,projects,8,4.0,project,8.0,7,11,12,reviews-012047-0002
3206,friendly,8,84,friendly,,0,,,0,,,,6,,31,reviews-039173-0001
3207,other,5,320,other,,0,,,0,,,,15,,31,reviews-039173-0001
3208,sweet,5,15,sweet,,0,,,0,,,,21,,31,reviews-039173-0001
3209,good,4,379,good,,0,,,0,,,,6,,7,reviews-039173-0002
3210,fresh,5,33,fresh,,0,,flowers,7,1.0,flower,1.0,3,4,25,reviews-035993-0001
3211,long,4,69,long,,0,,while,5,3.0,while,3.0,8,9,25,reviews-035993-0001
3212,Awesome,7,8,awesome,,0,,Job,3,7.0,job,62.0,1,3,3,reviews-085009-0001
3213,back,4,7,back,,0,,yard,4,1.0,yard,2.0,7,8,14,reviews-085009-0002
3214,spot,4,2,spot,,0,,,0,,,,1,,2,reviews-037179-0001
3215,on,2,4,on,,0,,,0,,,,2,,2,reviews-037179-0001
3216,best,4,210,best,good,4,40.0,,0,,,,8,,37,reviews-037179-0002
3217,good,4,379,good,best,4,23.0,,0,,,,13,,37,reviews-037179-0002
3218,fresh,5,33,fresh,best,4,23.0,,0,,,,15,,37,reviews-037179-0002
3219,best,4,210,best,fresh,5,12.0,,0,,,,22,,37,reviews-037179-0002
3220,lovely,6,10,lovely,,0,,kebabs,6,1.0,kebab,1.0,26,27,37,reviews-037179-0002
3221,happy,5,57,happy,new,3,48.0,year,4,58.0,year,120.0,31,33,37,reviews-037179-0002
3222,new,3,252,new,happy,5,2.0,year,4,58.0,year,120.0,32,33,37,reviews-037179-0002
3223,good,4,379,good,,0,,,0,,,,2,,2,reviews-045972-0001
