,n_word,n_id,n_type,det,num,clf,adj,nmod,sen_len,sen_id
4694,木卫,24,obj,,二,[],[],[],42,test-s161
4695,木卫,27,conj,,六,[],[],[],42,test-s161
4696,卫星,33,conj,,,[],[],"['的', '土星']",42,test-s161
4697,土卫,36,obj,,六,[],[],[],42,test-s161
4698,土卫,39,conj,,二,[],[],[],42,test-s161
4699,种,5,clf,这,,[],[],[],16,test-s162
4700,逻辑,6,nmod,,,[],[],[],16,test-s162
4701,系统,7,nsubj,,,"['这', '种']",[],['逻辑'],16,test-s162
4702,模糊,10,nmod,,,[],[],[],16,test-s162
4703,集合,11,compound,,,[],[],[],16,test-s162
4704,理论,14,nmod,,,[],[],[],16,test-s162
4705,基础,15,obj,,,[],[],"['模糊', '集合', '的', '论', '理论']",16,test-s162
4706,城市,5,advcl,,,[],[],"['的', '乌克兰']",42,test-s163
4707,该国,9,nmod,,,[],[],[],42,test-s163
4708,西南,10,compound,,,[],[],[],42,test-s163
4709,公里,19,csubj,,58,[],[],"['距离', '弗兰科夫斯克', '州']",42,test-s163
4710,年,32,obj,,979,[],[],[],42,test-s163
4711,面积,34,nsubj,,,[],[],[],42,test-s163
4712,平方公里,36,advcl,,27,[],[],[],42,test-s163
4713,年,39,nmod:tmod,,2011,[],[],[],42,test-s163
4714,人口,40,nsubj,,,[],[],[],42,test-s163
4715,北部,6,nmod,,,[],[],[],25,test-s164
4716,族群,7,nmod,,,[],[],[],25,test-s164
4717,分布,8,nmod,,,[],[],[],25,test-s164
4718,区域,9,obj,,,[],[],"['欧洲', '北部', '族群', '分布']",25,test-s164
4719,区域,17,obj,这些,,[],[],[],25,test-s164
4720,种族,20,nmod,某些,,[],[],[],25,test-s164
4721,群体,21,nmod,,,[],[],[],25,test-s164
4722,发病,22,nmod,,,[],[],[],25,test-s164
4723,风险,23,nsubj,,,[],[],"['某些', '种族', '群体', '发病']",25,test-s164
4724,神经,1,compound,,,[],[],[],16,test-s165
4725,信息,4,obj,,,[],[],[],16,test-s165
4726,思维,7,obj,,,[],[],[],16,test-s165
4727,感觉,9,conj,,,[],[],[],16,test-s165
4728,大脑,13,nsubj,,,[],[],[],16,test-s165
4729,身体,15,obj,,,[],[],[],16,test-s165
4730,气候,5,obj,,,[],['干旱'],[],40,test-s166
4731,全年,7,nmod,,,[],[],[],40,test-s166
4732,气候,8,nsubj,,,[],[],['全年'],40,test-s166
4733,全年,12,nmod,,,[],[],[],40,test-s166
4734,毫米,18,parataxis,,570,[],[],[],40,test-s166
4735,降雨,20,nsubj,,,[],[],[],40,test-s166
4736,月,25,nmod,,12,[],[],[],40,test-s166
4737,翌年,27,nmod,,,[],[],[],40,test-s166
4738,月,29,conj,,3,[],[],['翌年'],40,test-s166
4739,雨季,31,obj,,,[],[],"['12', '月', '的', '月']",40,test-s166
4740,月份,34,nsubj,其他,,[],[],[],40,test-s166
4741,旱季,39,obj,,,[],['干燥'],[],40,test-s166
4742,次日,1,nmod:tmod,,,[],[],[],15,test-s167
4743,首相,4,nsubj,,,[],[],['近卫'],15,test-s167
4744,谈判,12,nmod,,,[],[],[],15,test-s167
4745,对手,13,ccomp,,,[],[],['谈判'],15,test-s167
4746,火箭,4,nsubj,,,[],[],[],9,test-s168
4747,运载,7,nmod,,,[],[],[],9,test-s168
4748,火箭,8,obj,,,[],[],['运载'],9,test-s168
4749,电影,2,nsubj,此套,,[],[],[],42,test-s169
4750,位,6,nmod,,一,[],[],[],42,test-s169
4751,名,7,nsubj,,,[],[],[],42,test-s169
4752,兴趣,15,obj,,,[],[],"['位', '叫', '中国', '人']",42,test-s169
4753,电影,20,obl:patient,此,,[],[],[],42,test-s169
4754,轰动,30,obj,,,[],['更大'],[],42,test-s169
4755,电影,35,compound,,,[],[],[],42,test-s169
4756,部,39,nmod,,第一,[],[],[],42,test-s169
4757,表姊,3,nsubj:pass,,,[],[],"['的', '达哉']",27,test-s170
4758,亲生,6,nmod,,,[],[],[],27,test-s170
4759,父母,7,acl:relcl,,,[],['乱七八糟'],['亲生'],27,test-s170
4760,夫妻,8,obl,,,[],[],[],27,test-s170
4761,家庭,11,nmod,,,[],[],[],27,test-s170
4762,关系,14,obl,,,[],[],[],27,test-s170
4763,父母,19,nmod,,,[],[],['达哉'],27,test-s170
4764,考量,21,obl,,,[],[],"['达哉', '的', '父母']",27,test-s170
4765,养女,26,obj,,,[],[],[],27,test-s170
4766,年,2,clf,,2008,[],[],[],18,test-s171
4767,月,4,nmod:tmod,,10,"['2008', '年']",[],[],18,test-s171
4768,动画,10,nsubj,,,[],[],[],18,test-s171
4769,电视,15,compound,,,[],[],[],18,test-s171
4770,夜行,2,nmod,,,[],[],[],38,test-s172
4771,神龙,3,nsubj,,,[],[],['夜行'],38,test-s172
4772,公司,11,nsubj,,,[],[],"['美国', '迪士尼']",38,test-s172
4773,动画,14,nmod,,,[],[],[],38,test-s172
4774,影集,15,advcl,,,[],[],['动画'],38,test-s172
4775,年,19,obl,,1994,[],[],[],38,test-s172
4776,年,22,conj,,1997,[],[],[],38,test-s172
4777,集,27,obj,,78,[],[],[],38,test-s172
4778,分钟,31,parataxis,每集,30,[],[],[],38,test-s172
4779,广告,34,nmod,,,[],[],[],38,test-s172
4780,时间,36,obj,,,[],[],"['的', '广告']",38,test-s172
4781,关系,7,nmod,,,[],[],['他们'],26,test-s173
4782,秘密,9,obj,,,[],[],[],26,test-s173
4783,集,15,obl,,第一,[],[],[],26,test-s173
4784,种,21,clf,这,,[],[],[],26,test-s173
4785,关系,22,nsubj,,,"['这', '种']",[],[],26,test-s173
4786,头上,1,nmod,,,[],[],[],11,test-s174
4787,发饰,2,nmod,,,[],[],['头上'],11,test-s174
4788,皇冠,4,nsubj,,,[],[],"['头上', '的', '发饰']",11,test-s174
4789,宫廷,6,nmod,,,[],[],[],11,test-s174
4790,蛋糕,7,compound,,,[],[],[],11,test-s174
4791,印记,10,root,,,[],[],"['宫廷', '蛋糕', '的', '师']",11,test-s174
4792,女儿,5,obj,,,[],[],[],32,test-s175
4793,知县,12,nsubj,,,[],[],[],32,test-s175
4794,主子,21,obl:patient,,,[],[],"['的', '月香']",32,test-s175
4795,生父,24,conj,,,[],[],['采青'],32,test-s175
4796,富商,26,appos,,,[],[],['青城'],32,test-s175
4797,是非,30,nmod,,,[],[],[],32,test-s175
4798,漩涡,31,obj,,,[],[],['是非'],32,test-s175
4799,年,4,clf,,1360,[],[],[],24,test-s176
4800,月,6,clf,,五,[],[],[],24,test-s176
4801,月,9,appos,,十二,"['1360', '年', '五', '月']",[],[],24,test-s176
4802,时期,14,nmod,,,[],[],"['元', '朝']",24,test-s176
4803,年号,18,advcl,,,[],[],"['朝', '时期', '友谅', '的', '陈']",24,test-s176
4804,个,22,clf,,8,[],[],[],24,test-s176
4805,月,23,obj,,,"['8', '个']",[],[],24,test-s176
4806,文化,13,obj,,,[],[],['波斯'],14,test-s177
4807,时期,4,obl,,,[],[],['伊斯兰'],27,test-s178
4808,土地,11,obl:patient,,,[],[],[],27,test-s178
4809,个,15,clf,,两,[],[],[],27,test-s178
4810,部分,17,nsubj,,,"['两', '个']",['主要'],[],27,test-s178
4811,年,2,nmod,,六,[],[],[],35,test-s179
4812,年,6,clf,,1956,[],[],[],35,test-s179
4813,月,8,clf,,3,[],[],[],35,test-s179
4814,日,10,nmod:tmod,,8,"['1956', '年', '3', '月']",[],"['六', '后', '的', '年']",35,test-s179
4815,商,20,nsubj,,,[],[],[],35,test-s179
4816,工厂,23,nsubj,,,[],[],"['福斯', '用', '车']",35,test-s179
4817,工厂,29,nsubj,,,[],[],['狼堡'],35,test-s179
4818,厢型,33,compound,,,[],[],[],35,test-s179
4819,原型,3,obl:patient,,,[],[],[],23,test-s180
4820,完善,6,xcomp,,,[],['不断'],[],23,test-s180
4821,风阻,13,nmod,,,[],[],[],23,test-s180
4822,系数,14,obj,,,[],['更低'],['风阻'],23,test-s180
4823,区,5,nmod,,,[],[],[],22,test-s181
4824,议会,6,nmod,,,[],[],[],22,test-s181
4825,其中,7,nmod,,,[],[],[],22,test-s181
4826,个,9,clf,,一,[],[],[],22,test-s181
4827,选区,10,root,,,"['一', '个']",[],"['湾仔', '区', '议会', '其中']",22,test-s181
4828,现任,12,nmod,,,[],[],[],22,test-s181
4829,议员,13,nsubj,,,[],[],['现任'],22,test-s181
4830,建制,16,obj,,,[],[],[],22,test-s181
4831,成员,19,parataxis,,,[],[],['民建联'],22,test-s181
4832,今天,5,nmod,,,[],[],[],32,test-s182
4833,之间,13,acl,,,[],[],[],32,test-s182
4834,上,17,acl,,,[],[],[],32,test-s182
4835,建筑,20,nmod,,,[],[],[],32,test-s182
4836,面积,21,nsubj,,,[],[],['建筑'],32,test-s182
4837,平方米,24,parataxis,,5900,[],[],[],32,test-s182
4838,其中,26,advmod,,,[],[],[],32,test-s182
4839,占地,27,nmod,,,[],[],[],32,test-s182
4840,面积,28,nsubj,,,[],[],['占地'],32,test-s182
4841,平方米,31,parataxis,,6100,[],[],[],32,test-s182
4842,宝宝,2,nsubj,,,[],[],['大同'],15,test-s183
4843,公司,7,nsubj,,,[],[],"['的', '台湾', '大同']",15,test-s183
4844,年,10,obl,,1969,[],[],[],15,test-s183
4845,航程,6,nsubj,该,,[],[],[],26,test-s184
4846,海军,10,nmod,,,[],[],[],26,test-s184
4847,攻击,25,obj,,,[],[],[],26,test-s184
4848,月,3,clf,,3,[],[],[],35,test-s185
4849,日,5,obl,,30,"['3', '月']",[],[],35,test-s185
4850,军机,9,nsubj,,,[],[],"['美', '军']",35,test-s185
4851,军港,12,obj,,,[],[],['吴'],35,test-s185
4852,个,19,clf,,"1,034",[],[],[],35,test-s185
4853,水雷,20,obj,,,"['1,034', '个']",[],[],35,test-s185
4854,时间,24,obj,,,[],[],[],35,test-s185
4855,水雷,26,obj,,,[],[],[],35,test-s185
4856,军港,32,obj,,,[],[],['吴'],35,test-s185
4857,航程,3,advmod,,,[],[],[],26,test-s186
4858,炮塔,7,nsubj,,第一,[],[],[],26,test-s186
4859,轰炸,12,obl,,,[],[],"['美', '的', '军']",26,test-s186
4860,枚,17,clf,,4,[],[],[],26,test-s186
4861,炸弹,18,obj,,,"['4', '枚']",[],[],26,test-s186
4862,后续,22,nmod,,,[],[],[],26,test-s186
4863,战斗,23,obl,,,[],[],['后续'],26,test-s186
4864,影响,25,obj,,,[],[],[],26,test-s186
4865,人类,4,nmod,,,[],[],[],33,test-s187
4866,角色,5,nsubj,,,[],['唯一'],['人类'],33,test-s187
4867,大嘴鸟,9,obj,,,[],[],[],33,test-s187
4868,人,11,root,,,[],[],[],33,test-s187
4869,角色,13,nmod,,,[],[],[],33,test-s187
4870,原型,14,nsubj,,,[],[],['角色'],33,test-s187
4871,小说,18,advmod,,,[],[],"['的', '凡尔纳']",33,test-s187
4872,世界,20,obj,,,[],[],[],33,test-s187
4873,天,22,nmod:tmod,,八十,[],[],[],33,test-s187
4874,名,24,nsubj,,,[],[],[],33,test-s187
4875,事,28,nsubj,,万,[],[],[],33,test-s187
4876,助手,32,parataxis,,,[],[],[],33,test-s187
4877,龙头,1,nsubj,,,[],[],[],26,test-s188
4878,藤条,3,nsubj,,,[],[],[],26,test-s188
4879,骨架,6,obj,,,[],[],[],26,test-s188
4880,龙牙,8,nsubj,,,[],[],[],26,test-s188
4881,锯齿,10,nmod,,,[],[],[],26,test-s188
4882,铁片,12,obl,,,[],[],"['的', '锯齿']",26,test-s188
4883,眼,16,nsubj,,双,[],[],[],26,test-s188
4884,手,18,nmod,,,[],[],[],26,test-s188
4885,电筒,19,parataxis,,,[],[],['手'],26,test-s188
4886,舌头,21,nsubj,,,[],[],[],26,test-s188
4887,木片,25,parataxis,,,[],[],[],26,test-s188
4888,活动,2,nmod,,,[],[],[],21,test-s189
4889,期间,3,obl,,,[],[],['活动'],21,test-s189
4890,该县,5,nsubj:pass,,,[],[],[],21,test-s189
4891,文化,9,compound,,,[],[],[],21,test-s189
4892,乡,18,obj,,,[],[],"['广东', '省', '汉', '之', '乐']",21,test-s189
4893,称号,20,appos,,,[],[],[],21,test-s189
4894,此作,1,nsubj:pass,,,[],[],[],13,test-s190
4895,真人,6,nmod,,,[],[],[],13,test-s190
4896,电影,7,obj,,,[],[],['真人'],13,test-s190
4897,小说,9,conj,,,[],[],[],13,test-s190
4898,动画,11,conj,,,[],[],[],13,test-s190
4899,等,12,acl,,,[],[],[],13,test-s190
4900,大孔多孔菌,1,nsubj,,,[],[],[],15,test-s191
4901,种,7,obj,,一,[],[],"['多孔菌', '科']",15,test-s191
4902,中小型,13,nmod,,,[],[],[],15,test-s191
4903,菇类,14,root,,,[],[],['中小型'],15,test-s191
4904,国际,2,nmod,,,[],[],[],34,test-s192
4905,大楼,3,nsubj,,,[],[],"['大安', '国际']",34,test-s192
4906,南区,10,nmod,,,[],[],[],34,test-s192
4907,南,12,acl,,,[],[],[],34,test-s192
4908,上,14,acl,,,[],[],[],34,test-s192
4909,幢,17,clf,,一,[],[],[],34,test-s192
4910,大楼,19,root,,,"['一', '幢']","['摩天', '高']",[],34,test-s192
4911,楼,21,nsubj,,,[],[],[],34,test-s192
4912,米,24,advmod,,151.2,[],[],[],34,test-s192
4913,地上,27,nsubj,,,[],[],[],34,test-s192
4914,层,29,parataxis,,42,[],[],[],34,test-s192
4915,地下,31,nsubj,,,[],[],[],34,test-s192
4916,层,33,conj,,4,[],[],[],34,test-s192
4917,年,2,clf,,2005,[],[],[],22,test-s193
4918,月,4,nmod:tmod,,12,"['2005', '年']",[],[],22,test-s193
4919,该剧,6,nsubj,,,[],[],[],22,test-s193
4920,制作,15,nmod,,,[],[],[],22,test-s193
4921,班底,16,obj,,,[],[],['制作'],22,test-s193
4922,演员,19,nsubj,,,[],['主要'],[],22,test-s193
4923,媒体,2,nsubj,,,[],[],[],24,test-s194
4924,名,8,nmod,,1500,[],[],[],24,test-s194
4925,国,9,nsubj,,,[],[],[],24,test-s194
4926,大学,11,nmod,,,[],[],[],24,test-s194
4927,教员,12,nsubj,,,[],[],"['共', '约', '1500', '名', '立', '大学']",24,test-s194
4928,检调,15,nmod,,,[],[],[],24,test-s194
4929,单位,16,nsubj,,,[],[],['检调'],24,test-s194
4930,其中,20,nmod,,,[],[],[],24,test-s194
4931,人,23,obj,,700,[],[],['其中'],24,test-s194
4932,黄昏,1,nmod:tmod,,,[],[],[],25,test-s195
4933,夕阳,4,nsubj,,,[],[],[],25,test-s195
4934,山脉,7,obj,,,[],[],[],25,test-s195
4935,上,8,acl,,,[],[],[],25,test-s195
4936,石头,10,nsubj,,,[],[],[],25,test-s195
4937,火,19,obj,,,[],[],[],25,test-s195
4938,奇观,24,parataxis,,,[],"['一样', '蔚']",[],25,test-s195
4939,振幅,2,nmod,,,[],['最大'],[],25,test-s196
4940,大气,4,compound,,,[],[],[],25,test-s196
4941,日间,8,nmod,,,[],[],[],25,test-s196
4942,太阳,9,nmod,,,[],[],[],25,test-s196
4943,辐射,10,nsubj,,,[],[],"['日间', '太阳']",25,test-s196
4944,水,15,nmod,,,[],[],[],25,test-s196
4945,蒸气,16,obl,,,[],[],"['对流', '的', '层', '水']",25,test-s196
4946,臭氧,21,conj,,,[],[],"['平流', '的', '层']",25,test-s196
4947,周期,22,compound,,,[],[],[],25,test-s196
4948,年,2,nmod:tmod,,1949,[],[],[],23,test-s197
4949,地区,6,nmod,,,[],[],[],23,test-s197
4950,铁路,7,nmod,,,[],[],[],23,test-s197
4951,运量,8,nsubj,,,[],[],"['广州', '地区', '铁路']",23,test-s197
4952,铁路,13,nmod,,,[],[],[],23,test-s197
4953,分局,14,nsubj,,,[],[],"['广州', '铁路']",23,test-s197
4954,铁路,17,obl,,,[],[],[],23,test-s197
4955,站场,19,conj,,,[],[],[],23,test-s197
4956,整体,21,nmod,,,[],[],[],23,test-s197
4957,改造,22,obj,,,[],[],['整体'],23,test-s197
4958,年,2,clf,,2011,[],[],[],20,test-s198
4959,月,4,clf,,7,[],[],[],20,test-s198
4960,日,6,nmod:tmod,,21,"['2011', '年', '7', '月']",[],[],20,test-s198
4961,足球,12,nmod,,,[],[],[],20,test-s198
4962,甲级,13,nmod,,,[],[],[],20,test-s198
4963,联赛,14,nmod,,,[],[],[],20,test-s198
4964,球队,15,obl,,,[],[],"['德国', '足球', '甲级', '联赛']",20,test-s198
4965,年,19,nmod:tmod,,三,[],[],[],20,test-s198
4966,人,2,nsubj,这些,,[],[],[],21,test-s199
4967,大海牛,5,obj,,,[],[],[],21,test-s199
4968,肉,10,obj,,,[],[],[],21,test-s199
4969,皮,15,obj,,,[],[],[],21,test-s199
4970,船只,20,obj,,,[],[],[],21,test-s199
4971,年,2,nmod:tmod,,2006,[],[],[],33,test-s200
4972,县,5,nmod,,,[],[],[],33,test-s200
4973,政府,6,nsubj,,,[],[],"['桃园', '县']",33,test-s200
4974,行馆,10,nsubj,,,[],[],"['蒋', '公']",33,test-s200
4975,行馆,14,conj,,,[],[],"['角板', '山']",33,test-s200
4976,陵寝,17,conj,,,[],[],['慈湖'],33,test-s200
4977,陵寝,20,conj,,,[],[],['大溪'],33,test-s200
4978,雕塑,23,nmod,,,[],[],[],33,test-s200
4979,纪念,24,nmod,,,[],[],[],33,test-s200
4980,公园,25,conj,,,[],[],"['慈湖', '雕塑', '纪念']",33,test-s200
4981,文化,30,nmod,,,[],[],[],33,test-s200
4982,园区,31,ccomp,,,[],[],"['两', '蒋', '文化']",33,test-s200
4983,海域,1,nmod,,,[],[],[],24,test-s201
4984,东北,2,compound,,,[],[],[],24,test-s201
4985,岛屿,6,ccomp,,一,[],[],[],24,test-s201
4986,名,7,nsubj,,,[],[],[],24,test-s201
4987,海域,16,obj,,,[],[],[],24,test-s201
4988,车站,1,nsubj,,,[],[],[],33,test-s202
4989,年,5,obj,,1928,[],[],[],33,test-s202
4990,铁路,10,nsubj,,,[],[],"['蒙', '宝']",33,test-s202
4991,该站,12,obj,,,[],[],[],33,test-s202
4992,现,14,nmod:tmod,,,[],[],[],33,test-s202
4993,货运,17,obj,,,[],[],[],33,test-s202
4994,客运,21,nmod,,,[],[],[],33,test-s202
4995,业务,22,obj,,,[],[],['客运'],33,test-s202
4996,车站,24,nsubj,,,[],[],[],33,test-s202
4997,上下行,27,nmod,,,[],[],[],33,test-s202
4998,区间,28,conj,,,[],[],"['其', '上下行']",33,test-s202
4999,电气,31,compound,,,[],[],[],33,test-s202
5000,个,9,clf,,一,[],[],[],14,test-s203
5001,乡镇,10,compound,,,[],[],[],14,test-s203
5002,行政,12,nmod,,,[],[],[],14,test-s203
5003,单位,13,root,,,"['一', '个']",[],"['乡镇', '级', '行政']",14,test-s203
5004,处,4,clf,,四,[],[],[],20,test-s204
5005,物流,5,nmod,,,[],[],[],20,test-s204
5006,中心,6,obj,,,"['四', '处']",[],['物流'],20,test-s204
5007,其中,8,nmod,,,[],[],[],20,test-s204
5008,处,10,nsubj,,3,[],[],['其中'],20,test-s204
5009,地区,14,obj,,,[],[],"['大', '温哥华']",20,test-s204
5010,处,17,nsubj,,1,[],[],[],20,test-s204
5011,间,8,clf,,一,[],[],[],16,test-s205
5012,资金,11,nsubj,,,[],[],['加拿大'],16,test-s205
5013,本地,14,nmod,,,[],[],[],16,test-s205
5014,公司,15,obj,,,"['一', '间']",[],['本地'],16,test-s205
5015,年,2,nmod:tmod,,1933,[],[],[],27,test-s206
5016,工程,10,nmod,,,[],[],[],27,test-s206
5017,技术,11,nmod,,,[],[],[],27,test-s206
5018,人员,12,nsubj,,,[],[],"['工程', '技术']",27,test-s206
5019,护岸,15,obj,,,[],[],[],27,test-s206
5020,同时,17,obl,,,[],[],[],27,test-s206
5021,孔径,20,obj,,,[],[],[],27,test-s206
5022,桥长,22,nsubj,,,[],[],[],27,test-s206
5023,米,26,obj,,20余,[],[],[],27,test-s206
5024,竞争,3,nsubj,,,[],[],[],28,test-s207
5025,位,7,clf,,四,[],[],[],28,test-s207
5026,妻子,8,nsubj,,,"['四', '位']",[],[],28,test-s207
5027,丈夫,12,nmod,,,[],[],[],28,test-s207
5028,注意,16,obj,,,[],[],['丈夫'],28,test-s207
5029,感情,18,conj,,,[],[],[],28,test-s207
5030,太太,22,nmod,,,[],[],[],28,test-s207
5031,竞争,24,nsubj,,,[],[],"['大', '的', '太太']",28,test-s207
5032,天,2,nmod:tmod,,几,[],[],[],15,test-s208
5033,经理,6,nsubj:pass,,,[],[],[],15,test-s208
5034,路上,11,obj,,,[],[],['四川'],15,test-s208
5035,该报,1,nsubj,,,[],[],[],23,test-s209
5036,侨民,6,nsubj,,,[],[],['美国'],23,test-s209
5037,读者,9,nmod,,,[],[],[],23,test-s209
5038,对象,10,ccomp,,,[],['主要'],['读者'],23,test-s209
5039,侨民,18,conj,其他,,[],[],['西方'],23,test-s209
5040,活动,22,obj,,,[],[],[],23,test-s209
5041,年,3,obl,,2007,[],[],[],13,test-s210
5042,大脚,7,compound,,,[],[],[],13,test-s210
5043,板龙,11,compound,,,[],[],[],13,test-s210
5044,大脚,1,compound,,,[],[],[],11,test-s211
5045,大椎龙,4,compound,,,[],[],[],11,test-s211
5046,里奥哈龙,7,compound,,,[],[],[],11,test-s211
5047,等,9,acl,,,[],[],[],11,test-s211
5048,科,10,appos,,,[],[],[],11,test-s211
5049,主角,3,obj,,,[],[],[],26,test-s212
5050,游戏,6,nsubj,,,[],[],[],26,test-s212
5051,个,10,clf,,两,[],[],[],26,test-s212
5052,主角,13,obj,,,"['两', '个']",['虚拟'],[],26,test-s212
5053,大花蕙兰,1,nmod,,,[],[],[],17,test-s213
5054,等,16,acl,,,[],[],[],17,test-s213
5055,野生,3,nmod,,,[],[],[],20,test-s214
5056,动物,4,nmod,,,[],[],[],20,test-s214
5057,父亲,8,nmod,,,[],[],"['野生', '动物', '保护', '的', '官']",20,test-s214
5058,影响,10,obj,,,[],[],"['官', '的', '父亲']",20,test-s214
5059,种,3,nmod,另,一,[],[],[],10,test-s215
5060,解释,4,nsubj,,,[],[],"['另', '一', '种']",10,test-s215
5061,经济,8,nmod,,,[],[],[],10,test-s215
5062,学派,9,obj,,,[],[],"['奥地利', '经济']",10,test-s215
5063,项,2,clf,这,,[],[],[],16,test-s216
5064,分析,3,nsubj,,,"['这', '项']",[],[],16,test-s216
5065,存贷,6,nmod,,,[],[],[],16,test-s216
5066,作用,8,obj,,,[],[],"['的', '存贷']",16,test-s216
5067,股本,12,nsubj,,,[],[],[],16,test-s216
5068,假设,15,obj,,,[],[],[],16,test-s216
5069,市区,9,nmod,,,[],[],[],44,test-s217
5070,端,11,nmod,,一,[],[],"['房山', '线', '市区']",44,test-s217
5071,终点,13,compound,,,[],[],[],44,test-s217
5072,本站,17,obl,,,[],[],[],44,test-s217
5073,路,21,nmod,,1,[],[],[],44,test-s217
5074,公交,22,compound,,,[],[],[],44,test-s217
5075,换乘,32,obj,,,[],['虚拟'],[],44,test-s217
5076,线路,41,obl,其他,,[],[],[],44,test-s217
5077,问题,43,obj,,,[],[],[],44,test-s217
5078,当年,3,nmod,,,[],[],[],9,test-s218
5079,电影,6,compound,,,[],[],[],9,test-s218
5080,专辑,8,nmod,,,[],[],"['Love', 'Courtney']",11,test-s219
5081,制作,10,obj,,,[],[],"['Courtney', '新', '的', '专辑']",11,test-s219
5082,场,2,clf,这,,[],[],[],23,test-s220
5083,秀,3,nsubj,,,"['这', '场']",[],[],23,test-s220
5084,影片,8,nmod,,,[],[],[],23,test-s220
5085,技术,9,obj,各种,,[],[],['影片'],23,test-s220
5086,舞台,11,nmod,,,[],[],[],23,test-s220
5087,布景,12,nsubj,,,[],[],['舞台'],23,test-s220
5088,面,18,nmod,,一,[],[],[],23,test-s220
5089,巨形,19,nmod,,,[],[],[],23,test-s220
5090,萤幕,21,compound,,,[],[],[],23,test-s220
5091,时报,3,nsubj,,,[],[],['纽约'],25,test-s221
5092,本剧,6,nsubj,,,[],[],[],25,test-s221
5093,现实,12,nmod,,,[],[],[],25,test-s221
5094,生活,13,nmod,,,[],[],[],25,test-s221
5095,野心,16,nmod,,,[],[],[],25,test-s221
5096,自省,18,conj,,,[],[],[],25,test-s221
5097,休止,22,obj,,,[],[],[],25,test-s221
5098,争斗,23,obj,,,[],[],"['现实', '中', '生活', '自省', '之间', '的', '野心']",25,test-s221
5099,本剧,2,nsubj,,,[],[],[],38,test-s222
5100,收视,4,compound,,,[],[],[],38,test-s222
5101,季,12,clf,,第一,[],[],[],38,test-s222
5102,全年,13,nmod,,,[],[],[],38,test-s222
5103,收视,14,nsubj,,,"['第一', '季']",[],['全年'],38,test-s222
5104,名,17,obj,,第27,[],[],[],38,test-s222
5105,季,20,nsubj,,第二,[],[],[],38,test-s222
5106,名,23,parataxis,,第46,[],[],[],38,test-s222
5107,本剧,30,nsubj,,,[],[],[],38,test-s222
5108,宠儿,36,obj,,,[],[],"['艾美', '奖']",38,test-s222
5109,舍利,2,compound,,,[],[],[],40,test-s223
5110,松柏,5,nsubj,,,[],[],[],40,test-s223
5111,南面,8,nsubj,,,[],[],[],40,test-s223
5112,棵,10,clf,,一,[],[],[],40,test-s223
5113,松树,11,parataxis,,,"['一', '棵']",[],[],40,test-s223
5114,北面,13,nsubj,,,[],[],[],40,test-s223
5115,棵,15,clf,,一,[],[],[],40,test-s223
5116,柏树,16,parataxis,,,"['一', '棵']",[],[],40,test-s223
5117,松树,18,nmod,,,[],[],[],40,test-s223
5118,柏树,20,conj,,,[],[],[],40,test-s223
5119,枝条,22,nsubj,,,[],[],"['柏树', '的', '松树']",40,test-s223
5120,白塔,24,obl,,,[],[],[],40,test-s223
5121,白塔,32,obl:patient,,,[],[],[],40,test-s223
5122,松柏,38,nsubj,,,[],[],[],40,test-s223
5123,年,2,nmod,,1920,[],[],[],25,test-s224
5124,年,6,appos,,九,[],[],['大正'],25,test-s224
5125,月,9,nmod:tmod,,8,[],[],"['1920', '年', '年']",25,test-s224
5126,新婚,20,nmod,,,[],[],[],25,test-s224
5127,妻子,21,obj,,,[],[],['新婚'],25,test-s224
5128,年,2,nmod,,1921,[],[],[],18,test-s225
5129,年,6,appos,,十,[],[],['大正'],18,test-s225
5130,月,9,nmod:tmod,,6,[],[],"['1921', '年', '年']",18,test-s225
5131,长男,14,nsubj,,,[],[],"['俊郎', '的', '泽田']",18,test-s225
5132,建筑,3,nsubj,,,[],[],"['哥特', '式']",13,test-s226
5133,之间,12,acl,,,[],[],[],13,test-s226
5134,最终,1,nmod:tmod,,,[],[],[],8,test-s227
5135,规划,5,nsubj,,,[],[],[],8,test-s227
5136,同年,1,nmod:tmod,,,[],[],[],26,test-s228
5137,公司,4,nsubj,该,,[],[],[],26,test-s228
5138,年,9,clf,,2006,[],[],[],26,test-s228
5139,月,11,clf,,1,[],[],[],26,test-s228
5140,日,13,obl,,1,"['2006', '年', '1', '月']",[],[],26,test-s228
5141,全国,18,nmod,,,[],[],[],26,test-s228
5142,退休,20,nmod,,,[],[],[],26,test-s228
5143,人员,21,nmod,,,[],[],"['的', '全国', '退休']",26,test-s228
5144,卫生,23,nmod,,,[],[],[],26,test-s228
5145,保健,24,nmod,,,[],[],[],26,test-s228
5146,开销,25,obj,,,[],[],"['卫生', '保健']",26,test-s228
5147,公司,2,nmod,该,,[],[],[],8,test-s229
5148,总部,3,nsubj,,,[],[],"['该', '公司']",8,test-s229
5149,宇宙,4,nmod,,,[],[],[],46,test-s230
5150,年,19,nmod,,1980,[],[],[],46,test-s230
5151,月,21,compound,,9,[],[],[],46,test-s230
5152,年,25,clf,,1981,[],[],[],46,test-s230
5153,月,27,conj,,2,"['1981', '年']",[],[],46,test-s230
5154,月刊,33,obl,,,[],"['快乐', '快乐']",[],46,test-s230
5155,月刊,35,appos,,,[],[],[],46,test-s230
