,word,count,type
1142,environment,1,ncomp
1143,picketing,1,ncomp
1144,pipe,1,ncomp
1145,permit,2,ncomp
1146,picket,1,ncomp
1147,release,3,ncomp
1148,confirm,1,ncomp
1149,products,1,ncomp
1150,eligibility,1,ncomp
1151,copy,1,ncomp
1152,l/c,2,ncomp
1153,gtee,2,ncomp
1154,claim,1,ncomp
1155,franchise,1,ncomp
1156,accord,3,ncomp
1157,redwood,2,ncomp
1158,path,1,ncomp
1159,core,5,ncomp
1160,cent,1,ncomp
1161,aggregation,1,ncomp
1162,procurement,1,ncomp
1163,holiday,5,ncomp
1164,stabilization,1,ncomp
1165,gouging,1,ncomp
1166,band,2,ncomp
1167,campus,1,ncomp
1168,scheduling,1,ncomp
1169,director,1,ncomp
1170,drilling,3,ncomp
1171,financing,1,ncomp
1172,well,2,ncomp
1173,vpp,1,ncomp
1174,reservoir,1,ncomp
1175,api,1,ncomp
1176,derivative,1,ncomp
1177,second,1,ncomp
1178,payout,1,ncomp
1179,ees,1,ncomp
1180,mmc,1,ncomp
1181,east,1,ncomp
1182,round,2,ncomp
1183,govt,1,ncomp
1184,ecp,1,ncomp
1185,granting,1,ncomp
1186,dispute,3,ncomp
1187,setoff,3,ncomp
1188,con,2,ncomp
1189,billing,4,ncomp
1190,force,1,ncomp
1191,majeure,1,ncomp
1192,hybrid,1,ncomp
1193,eei,3,ncomp
1194,settlements,1,ncomp
1195,attachment,1,ncomp
1196,loc,1,ncomp
1197,no.,2,ncomp
1198,transferability,1,ncomp
1199,icc,1,ncomp
1200,interconnect,2,ncomp
1201,ciac,4,ncomp
1202,gross,2,ncomp
1203,metering,2,ncomp
1204,ticket,1,ncomp
1205,telephony,2,ncomp
1206,hotline,5,ncomp
1207,solution,2,ncomp
1208,popup,3,ncomp
1209,browncover,1,ncomp
1210,rates,1,ncomp
1211,prepayment,1,ncomp
1212,bankruptcy,1,ncomp
1213,i/c,1,ncomp
1214,testing,2,ncomp
1215,bang,1,ncomp
1216,palace,4,ncomp
1217,plot,1,ncomp
1218,relations,1,ncomp
1219,generating,2,ncomp
1220,poker,1,ncomp
1221,contractor,1,ncomp
1222,faith,9,ncomp
1223,proceedings,1,ncomp
1224,response,2,ncomp
1225,deposition,1,ncomp
1226,oppositon,1,ncomp
1227,ecommerce,3,ncomp
1228,b2b,2,ncomp
1229,trailor,1,ncomp
1230,trash,1,ncomp
1231,role,2,ncomp
1232,go,2,ncomp
1233,safety,3,ncomp
1234,image,2,ncomp
1235,fear,3,ncomp
1236,pr,1,ncomp
1237,gel,2,ncomp
1238,suspension,1,ncomp
1239,serving,3,ncomp
1240,convenience,2,ncomp
1241,juice,1,ncomp
1242,sampling,1,ncomp
1243,quadra,1,ncomp
1244,bonus,1,ncomp
1245,legacy,1,ncomp
1246,kaoshikii,1,ncomp
1247,yoga,2,ncomp
1248,gall,1,ncomp
1249,kidney,2,ncomp
1250,liver,1,ncomp
1251,parama,1,ncomp
1252,bravery,1,ncomp
1253,pocket,2,ncomp
1254,tent,2,ncomp
1255,centimetre,1,ncomp
1256,sandwich,2,ncomp
1257,shop,1,ncomp
1258,hero,1,ncomp
1259,mine,1,ncomp
1260,letters,1,ncomp
1261,programming,1,ncomp
1262,lotus,1,ncomp
1263,microcomputer,1,ncomp
1264,radio,1,ncomp
1265,sql,1,ncomp
1266,fan,2,ncomp
1267,multiplayer,1,ncomp
1268,mud,1,ncomp
1269,beta,1,ncomp
1270,task,1,ncomp
1271,gang,1,ncomp
1272,catch,1,ncomp
1273,p.o.,2,ncomp
1274,guerilla,2,ncomp
1275,comp.sources.unix,3,ncomp
1276,archive,1,ncomp
1277,sir,1,ncomp
1278,revenue,2,ncomp
1279,falling,1,ncomp
1280,storm,2,ncomp
1281,city,4,ncomp
1282,beauty,2,ncomp
1283,flood,2,ncomp
1284,kg,1,ncomp
1285,concrete,3,ncomp
1286,oak,1,ncomp
1287,disaster,2,ncomp
1288,damage,1,ncomp
1289,moon,5,ncomp
1290,landing,4,ncomp
1291,aircraft,2,ncomp
1292,exploration,2,ncomp
1293,grade,1,ncomp
1294,outreach,1,ncomp
1295,payer,1,ncomp
1296,healthcare,2,ncomp
1297,prize,2,ncomp
1298,fund,5,ncomp
1299,raising,2,ncomp
1300,contest,1,ncomp
1301,grant,1,ncomp
1302,submarine,1,ncomp
1303,pariah,1,ncomp
1304,per,9,ncomp
1305,stand,1,ncomp
1306,oilfield,1,ncomp
1307,veto,1,ncomp
1308,meditation,1,ncomp
1309,mp3,1,ncomp
1310,sun,3,ncomp
1311,motor,1,ncomp
1312,baba,3,ncomp
1313,nam,3,ncomp
1314,kevalam,1,ncomp
1315,lobby,1,ncomp
1316,appeals,1,ncomp
1317,numero,2,ncomp
1318,uno,1,ncomp
1319,thawed,1,ncomp
1320,goal,1,ncomp
1321,program,1,ncomp
1322,spaceflight,1,ncomp
1323,nation,1,ncomp
1324,roundtable,1,ncomp
1325,phase,1,ncomp
1326,docking,1,ncomp
1327,duration,1,ncomp
1328,lift,1,ncomp
1329,civet,7,ncomp
1330,judgment,1,ncomp
1331,vocals,1,ncomp
1332,icq,1,ncomp
1333,bulletin,1,ncomp
1334,lottery,1,ncomp
1335,edit,3,ncomp
1336,notepad,2,ncomp
1337,text,2,ncomp
1338,remnant,1,ncomp
1339,extermination,1,ncomp
1340,kill,2,ncomp
1341,wolf,6,ncomp
1342,keystone,1,ncomp
1343,forestry,1,ncomp
1344,stream,2,ncomp
1345,soil,1,ncomp
1346,recovery,1,ncomp
1347,billiard,1,ncomp
1348,beaver,1,ncomp
1349,streamside,1,ncomp
1350,root,2,ncomp
1351,wildland,1,ncomp
1352,elk,1,ncomp
1353,species,4,ncomp
1354,dna,1,ncomp
1355,veteran,1,ncomp
1356,plant,2,ncomp
1357,conservation,1,ncomp
1358,climate,7,ncomp
1359,checkerspot,3,ncomp
1360,population,1,ncomp
1361,extinction,1,ncomp
1362,temperature,2,ncomp
1363,tree,1,ncomp
1364,ecosystem,1,ncomp
1365,carbon,5,ncomp
1366,net,3,ncomp
1367,seal,1,ncomp
1368,surface,2,ncomp
1369,laundry,1,ncomp
1370,warming,4,ncomp
1371,upland,1,ncomp
1372,welfare,2,ncomp
1373,be,1,ncomp
1374,convention,1,ncomp
1375,household,3,ncomp
1376,gulf,1,ncomp
1377,view,2,ncomp
1378,mumbo,1,ncomp
1379,earning,1,ncomp
1380,career,4,ncomp
1381,note,1,ncomp
1382,step,1,ncomp
1383,move,1,ncomp
1384,sleeve,1,ncomp
1385,gorse,1,ncomp
1386,rock,2,ncomp
1387,recording,2,ncomp
1388,bass,1,ncomp
1389,brain,1,ncomp
1390,magic,2,ncomp
1391,cabalah,1,ncomp
1392,throat,1,ncomp
1393,ego,2,ncomp
1394,advertising,1,ncomp
1395,inferiority,1,ncomp
1396,hit,1,ncomp
1397,film,2,ncomp
1398,cinema,2,ncomp
1399,guitar,3,ncomp
1400,apprentice,1,ncomp
1401,feminism,1,ncomp
1402,l.p,1,ncomp
1403,new,2,ncomp
1404,helicopter,1,ncomp
1405,reprisal,1,ncomp
1406,fighting,2,ncomp
1407,artillery,2,ncomp
1408,combat,3,ncomp
1409,attack,2,ncomp
1410,range,1,ncomp
1411,tanker,1,ncomp
1412,cruise,12,ncomp
1413,patrol,1,ncomp
1414,midget,1,ncomp
1415,altitude,1,ncomp
1416,radar,1,ncomp
1417,roadside,2,ncomp
1418,protection,2,ncomp
1419,interest,2,ncomp
1420,know,1,ncomp
1421,breaking,1,ncomp
1422,greenhouse,2,ncomp
1423,dioxide,3,ncomp
1424,fossil,1,ncomp
1425,regulation,2,ncomp
1426,percentage,5,ncomp
1427,mountaintop,1,ncomp
1428,mining,1,ncomp
1429,trust,2,ncomp
1430,clean,2,ncomp
1431,lung,1,ncomp
1432,ear,1,ncomp
1433,asbestos,1,ncomp
1434,cement,1,ncomp
1435,reconstruction,1,ncomp
1436,alma,1,ncomp
1437,passenger,1,ncomp
1438,gains,3,ncomp
1439,poverty,1,ncomp
1440,1e,1,ncomp
1441,punishment,1,ncomp
1442,abstinence,1,ncomp
1443,diplomacy,2,ncomp
1444,record,2,ncomp
1445,trick,1,ncomp
1446,midterm,1,ncomp
1447,re-election,1,ncomp
1448,pioneer,1,ncomp
1449,ranger,1,ncomp
1450,nvq,1,ncomp
1451,course,4,ncomp
1452,left,1,ncomp
1453,texting,1,ncomp
1454,cyanogen,1,ncomp
1455,standard,1,ncomp
1456,clockwork,1,ncomp
1457,launcher,1,ncomp
1458,age,2,ncomp
1459,burial,1,ncomp
1460,stone,1,ncomp
1461,pleasure,1,ncomp
1462,trot,1,ncomp
1463,functions,1,ncomp
1464,pixel,2,ncomp
1465,megapixel,1,ncomp
1466,plain,1,ncomp
1467,mapping,1,ncomp
1468,migrant,4,ncomp
1469,visa,3,ncomp
1470,mouse,3,ncomp
1471,little,1,ncomp
1472,snap,1,ncomp
1473,dry,4,ncomp
1474,giraffe,1,ncomp
1475,figure,1,ncomp
1476,shrink,1,ncomp
1477,wire,5,ncomp
1478,dryer,1,ncomp
1479,fry,2,ncomp
1480,hiding,2,ncomp
1481,jack,3,ncomp
1482,fountain,1,ncomp
1483,hash,1,ncomp
1484,fruit,2,ncomp
1485,dragon,3,ncomp
1486,neck,2,ncomp
1487,kimberwick,1,ncomp
1488,curb,2,ncomp
1489,pelham,1,ncomp
1490,eos,1,ncomp
1491,articulating,1,ncomp
1492,dslr,2,ncomp
1493,drying,1,ncomp
1494,craft,3,ncomp
1495,plaster,3,ncomp
1496,clay,2,ncomp
1497,slip,1,ncomp
1498,molding,1,ncomp
1499,boarding,4,ncomp
1500,origin,1,ncomp
1501,reservation,2,ncomp
1502,railway,1,ncomp
1503,show,2,ncomp
1504,study,1,ncomp
1505,aquarium,1,ncomp
1506,mesh,1,ncomp
1507,traveling,1,ncomp
1508,sleeping,1,ncomp
1509,survival,1,ncomp
1510,first,1,ncomp
1511,splitter,1,ncomp
1512,adsl,1,ncomp
1513,alarm,1,ncomp
1514,dsl,2,ncomp
1515,mm,3,ncomp
1516,changing,4,ncomp
1517,fi,2,ncomp
1518,mid-cities,1,ncomp
1519,store,5,ncomp
1520,warm,1,ncomp
1521,hide,3,ncomp
1522,amusement,2,ncomp
1523,bait,2,ncomp
1524,pigeon,1,ncomp
1525,layer,1,ncomp
1526,colors,1,ncomp
1527,boob,1,ncomp
1528,clinic,1,ncomp
1529,race,2,ncomp
1530,tom,1,ncomp
1531,moisture,1,ncomp
1532,arthritis,1,ncomp
1533,trail,5,ncomp
1534,nano,3,ncomp
1535,reef,1,ncomp
1536,fiji,1,ncomp
1537,gravity,1,ncomp
1538,sump,1,ncomp
1539,protein,3,ncomp
1540,overflow,3,ncomp
1541,tank,6,ncomp
1542,hd,1,ncomp
1543,battery,1,ncomp
1544,extra,1,ncomp
1545,darn,1,ncomp
1546,tavern,1,ncomp
1547,where,1,ncomp
1548,crab,4,ncomp
1549,sponge,1,ncomp
1550,sci,1,ncomp
1551,laser,10,ncomp
1552,adjustment,1,ncomp
1553,flashlight,1,ncomp
1554,owner,2,ncomp
1555,nest,1,ncomp
1556,wifi,1,ncomp
1557,s,1,ncomp
1558,jet,1,ncomp
1559,gaming,1,ncomp
1560,tract,1,ncomp
1561,cage,3,ncomp
1562,breyer,2,ncomp
1563,horse,4,ncomp
1564,miniature,1,ncomp
1565,perspective,1,ncomp
1566,cube,1,ncomp
1567,wall,1,ncomp
1568,wood,5,ncomp
1569,blocks,1,ncomp
1570,carpenter,1,ncomp
1571,pencil,1,ncomp
1572,bryer,1,ncomp
1573,cork,1,ncomp
1574,balsa,1,ncomp
1575,hardware,1,ncomp
1576,scratching,1,ncomp
1577,birdy,1,ncomp
1578,feather,2,ncomp
1579,fleece,1,ncomp
1580,reptile,3,ncomp
1581,uth,1,ncomp
1582,watt,1,ncomp
1583,dinner,5,ncomp
1584,muster,1,ncomp
1585,lifeboat,2,ncomp
1586,navigation,1,ncomp
1587,sumo,1,ncomp
1588,conveyor,1,ncomp
1589,belt,2,ncomp
1590,sashimi,1,ncomp
1591,shot,2,ncomp
1592,burst,1,ncomp
1593,screw,1,ncomp
1594,bean,2,ncomp
1595,sturdy,1,ncomp
1596,riding,2,ncomp
1597,mounting,1,ncomp
1598,trademark,1,ncomp
1599,town,3,ncomp
1600,romance,1,ncomp
1601,online,1,ncomp
1602,adult,1,ncomp
1603,breeeding,1,ncomp
1604,bladder,2,ncomp
1605,uterine,1,ncomp
1606,immigeration,1,ncomp
1607,pass,2,ncomp
1608,chain,2,ncomp
1609,periodizing,1,ncomp
1610,months,3,ncomp
1611,routine,1,ncomp
1612,passport,1,ncomp
1613,sussex,3,ncomp
1614,silkie,3,ncomp
1615,pekin,1,ncomp
1616,mutt,1,ncomp
1617,skin,1,ncomp
1618,beard,1,ncomp
1619,feet,2,ncomp
1620,comb,2,ncomp
1621,walnut,1,ncomp
1622,light,4,ncomp
1623,standing,1,ncomp
1624,organization,1,ncomp
1625,barn,4,ncomp
1626,sinnel,1,ncomp
1627,col,1,ncomp
1628,chew,1,ncomp
1629,toy,1,ncomp
1630,flicker,1,ncomp
1631,blog,1,ncomp
1632,hauling,1,ncomp
1633,trailer,1,ncomp
1634,supplement,1,ncomp
1635,hippy,1,ncomp
1636,mom,1,ncomp
1637,guinea,8,ncomp
1638,rabbits,1,ncomp
1639,steel,1,ncomp
1640,brass,1,ncomp
1641,melting,3,ncomp
1642,zinc,1,ncomp
1643,stove,2,ncomp
1644,barbecue,1,ncomp
1645,propane,2,ncomp
1646,plumbers,1,ncomp
1647,pork,1,ncomp
1648,bakery,2,ncomp
1649,preparation,1,ncomp
1650,ball,5,ncomp
1651,sympathy,1,ncomp
1652,medium,3,ncomp
1653,snakes,1,ncomp
1654,tupperwear,2,ncomp
1655,heart,3,ncomp
1656,feeding,3,ncomp
1657,downtown,1,ncomp
1658,subway,1,ncomp
1659,processing,1,ncomp
1660,lifetime,2,ncomp
1661,shih,1,ncomp
1662,tzu,1,ncomp
1663,shoulder,2,ncomp
1664,pack,1,ncomp
1665,obedience,2,ncomp
1666,clicker,1,ncomp
1667,hoodie,1,ncomp
1668,leaf,2,ncomp
1669,foster,2,ncomp
1670,litterbox,1,ncomp
1671,volunteer,1,ncomp
1672,delay,2,ncomp
1673,registration,1,ncomp
1674,juggling,1,ncomp
1675,salt,1,ncomp
1676,spa,1,ncomp
1677,north,1,ncomp
1678,cattle,1,ncomp
1679,tour,2,ncomp
1680,packer,1,ncomp
1681,coconut,1,ncomp
1682,quad,1,ncomp
1683,fino,1,ncomp
1684,leg,1,ncomp
1685,minute,7,ncomp
1686,dressage,1,ncomp
1687,thigh,1,ncomp
1688,calf,1,ncomp
1689,nausea,1,ncomp
1690,x,4,ncomp
1691,gi,1,ncomp
1692,electrolyte,1,ncomp
1693,antibiotics,1,ncomp
1694,apron,1,ncomp
1695,friendship,1,ncomp
1696,fashion,2,ncomp
1697,youth,1,ncomp
1698,f,1,ncomp
1699,king,6,ncomp
1700,tuna,1,ncomp
1701,gerbil,1,ncomp
1702,one,1,ncomp
1703,territory,1,ncomp
1704,uva,1,ncomp
1705,juvenile,1,ncomp
1706,white,1,ncomp
1707,mercury,1,ncomp
1708,vapor,1,ncomp
1709,use,1,ncomp
1710,tube,1,ncomp
1711,manufacturer,1,ncomp
1712,track,1,ncomp
1713,staple,2,ncomp
1714,feeder,2,ncomp
1715,leafy,1,ncomp
1716,zebra,1,ncomp
1717,parakeets,1,ncomp
1718,noise,1,ncomp
1719,feathers,1,ncomp
1720,vent,2,ncomp
1721,circle,1,ncomp
1722,nostrils,1,ncomp
1723,millet,2,ncomp
1724,autumn,1,ncomp
1725,season,2,ncomp
1726,uncertainty,1,ncomp
1727,pot,1,ncomp
1728,spring,4,ncomp
1729,spending,1,ncomp
1730,golden,2,ncomp
1731,wonder,2,ncomp
1732,killifish,1,ncomp
1733,spawning,1,ncomp
1734,medicine,2,ncomp
1735,fishing,1,ncomp
1736,incubation,2,ncomp
1737,dozen,2,ncomp
1738,aplo.,1,ncomp
1739,hardness,3,ncomp
1740,tds,1,ncomp
1741,sodium,1,ncomp
1742,shipping,1,ncomp
1743,killie,1,ncomp
1744,yr,2,ncomp
1745,leisure,1,ncomp
1746,cartoon,2,ncomp
1747,theme,1,ncomp
1748,bar,3,ncomp
1749,gambling,1,ncomp
1750,booking,1,ncomp
1751,walkie,1,ncomp
1752,talkie,1,ncomp
1753,generation,1,ncomp
1754,splash,1,ncomp
1755,wading,1,ncomp
1756,ginger,1,ncomp
1757,menu,2,ncomp
1758,beverage,1,ncomp
1759,father,1,ncomp
1760,hoof,1,ncomp
1761,ass,1,ncomp
1762,cheek,4,ncomp
1763,theeth,1,ncomp
1764,teeth,1,ncomp
1765,flank,1,ncomp
1766,topline,1,ncomp
1767,epm,10,ncomp
1768,muscle,2,ncomp
1769,fluid,2,ncomp
1770,titer,1,ncomp
1771,chiro,2,ncomp
1772,pasture,1,ncomp
1773,feed,2,ncomp
1774,toe,1,ncomp
1775,treatment,3,ncomp
1776,reading,1,ncomp
1777,mile,1,ncomp
1778,mosquito,1,ncomp
1779,snowboard,1,ncomp
1780,pain,2,ncomp
1781,bodytalk,1,ncomp
1782,tattoo,2,ncomp
1783,adventure,1,ncomp
1784,heritage,1,ncomp
1785,driving,3,ncomp
1786,window,3,ncomp
1787,decking,1,ncomp
1788,posters,1,ncomp
1789,ad,1,ncomp
1790,wisdom,1,ncomp
1791,closing,2,ncomp
1792,card,2,ncomp
1793,salons,1,ncomp
1794,banana,1,ncomp
1795,office,4,ncomp
1796,maintenance,3,ncomp
1797,heating,2,ncomp
1798,assembly,1,ncomp
1799,daytime,1,ncomp
1800,com,1,ncomp
1801,g,1,ncomp
1802,yam,1,ncomp
1803,soccer,1,ncomp
1804,approval,1,ncomp
1805,wasp,2,ncomp
1806,condominium,1,ncomp
1807,removal,1,ncomp
1808,shallac,1,ncomp
1809,antipasto,1,ncomp
1810,spaghetti,1,ncomp
1811,alla,1,ncomp
1812,lava,1,ncomp
1813,grounds,1,ncomp
1814,bull,1,ncomp
1815,followup,1,ncomp
1816,er,1,ncomp
1817,no,1,ncomp
1818,gear,1,ncomp
1819,box,3,ncomp
1820,hairstyling,1,ncomp
1821,grocery,3,ncomp
1822,writer,1,ncomp
1823,printing,3,ncomp
1824,cleaning,2,ncomp
1825,keep,1,ncomp
1826,sake,1,ncomp
1827,lighting,4,ncomp
1828,bbq,2,ncomp
1829,spare,1,ncomp
1830,moo,1,ncomp
1831,shu,1,ncomp
1832,lobster,2,ncomp
1833,furnace,1,ncomp
1834,exhaust,1,ncomp
1835,parts,4,ncomp
1836,planning,3,ncomp
1837,shrimp,3,ncomp
1838,tortilla,1,ncomp
1839,morelias,1,ncomp
1840,skylight,1,ncomp
1841,rental,1,ncomp
1842,heebee,1,ncomp
1843,gee,1,ncomp
1844,gym,1,ncomp
1845,enchilada,1,ncomp
1846,chili,1,ncomp
1847,jiu,2,ncomp
1848,jitsu,1,ncomp
1849,handcraft,1,ncomp
1850,breed,1,ncomp
1851,que,1,ncomp
1852,emissions,2,ncomp
1853,boutique,1,ncomp
1854,newborn,1,ncomp
1855,area,1,ncomp
1856,waiter,1,ncomp
1857,daycare,1,ncomp
1858,dr,1,ncomp
1859,tire,3,ncomp
1860,inspection,2,ncomp
1861,roofing,1,ncomp
1862,crepe,1,ncomp
1863,crap,1,ncomp
1864,fitness,1,ncomp
1865,neighbors,1,ncomp
1866,grill,2,ncomp
1867,chef,1,ncomp
1868,deli,1,ncomp
1869,arancini,1,ncomp
1870,di,1,ncomp
1871,risotto,1,ncomp
1872,towing,2,ncomp
1873,duct,1,ncomp
1874,eggs,1,ncomp
1875,mary,1,ncomp
1876,favorites,1,ncomp
1877,dude,1,ncomp
1878,triage,1,ncomp
1879,cowboy,1,ncomp
1880,potato,3,ncomp
1881,reviews,1,ncomp
1882,server,1,ncomp
1883,duty,1,ncomp
1884,excellence,2,ncomp
1885,engagement,1,ncomp
1886,curtain,1,ncomp
1887,windsheild,1,ncomp
1888,washer,1,ncomp
1889,filter,1,ncomp
1890,signage,1,ncomp
1891,counseling,3,ncomp
1892,petting,1,ncomp
1893,punk,1,ncomp
1894,filler,1,ncomp
1895,tasting,1,ncomp
1896,corking,1,ncomp
1897,junkie,1,ncomp
1898,neon,1,ncomp
1899,grey,1,ncomp
1900,waffle,1,ncomp
1901,pho,5,ncomp
1902,panic,1,ncomp
1903,elder,1,ncomp
1904,witness,1,ncomp
1905,intimacy,1,ncomp
1906,hostess,1,ncomp
1907,funeral,2,ncomp
1908,bathroom,1,ncomp
1909,cigarette,2,ncomp
1910,turkey,1,ncomp
1911,designer,4,ncomp
1912,salsa,1,ncomp
1913,jalapeno,1,ncomp
1914,hull,1,ncomp
1915,club,1,ncomp
1916,shark,1,ncomp
1917,sinking,1,ncomp
1918,patient,2,ncomp
1919,disposal,2,ncomp
1920,sister,1,ncomp
1921,run,2,ncomp
1922,community,1,ncomp
1923,liquor,1,ncomp
1924,queen,1,ncomp
1925,shower,3,ncomp
1926,surgery,2,ncomp
1927,visit,1,ncomp
1928,jazz,1,ncomp
1929,toilet,1,ncomp
1930,foot,1,ncomp
1931,flea,1,ncomp
1932,dogwood,1,ncomp
1933,pressure,1,ncomp
1934,mpg,1,ncomp
1935,blower,1,ncomp
1936,minutes,1,ncomp
1937,pm,1,ncomp
1938,beginning,1,ncomp
1939,parking,4,ncomp
1940,spay,2,ncomp
1941,vet,1,ncomp
1942,collection,2,ncomp
1943,practice,1,ncomp
1944,scrap,1,ncomp
1945,stationery,2,ncomp
1946,pumpkin,1,ncomp
1947,spice,1,ncomp
1948,latte,1,ncomp
1949,wrapping,1,ncomp
1950,event,2,ncomp
1951,eating,1,ncomp
1952,rise,1,ncomp
1953,lodging,1,ncomp
1954,favorite,1,ncomp
1955,mango,1,ncomp
1956,foie,2,ncomp
1957,rectangle,1,ncomp
1958,acupuncture,2,ncomp
1959,bathing,1,ncomp
1960,brick,1,ncomp
1961,audience,1,ncomp
1962,origami,1,ncomp
1963,quilling,1,ncomp
1964,filigree,1,ncomp
1965,grinder,1,ncomp
1966,plastic,1,ncomp
1967,garbage,1,ncomp
1968,checkout,1,ncomp
1969,puppy,1,ncomp
1970,customers,1,ncomp
1971,fuse,1,ncomp
1972,scallop,1,ncomp
1973,duck,1,ncomp
1974,breast,1,ncomp
1975,panko,1,ncomp
1976,sticker,1,ncomp
1977,tempura,2,ncomp
1978,strobe,1,ncomp
1979,ada,1,ncomp
1980,doctor,1,ncomp
1981,receptionist,1,ncomp
1982,bdr,1,ncomp
1983,reception,1,ncomp
1984,girls,1,ncomp
1985,pepper,1,ncomp
1986,overage,1,ncomp
1987,tip,1,ncomp
1988,mezza,5,ncomp
1989,southeast,1,ncomp
1990,payers,1,ncomp
1991,grandma,1,ncomp
1992,costumer,1,ncomp
1993,taste,1,ncomp
1994,pattern,1,ncomp
1995,parmesan,1,ncomp
1996,scampi,1,ncomp
1997,dealership,1,ncomp
1998,handbag,1,ncomp
1999,niche,1,ncomp
2000,seo,1,ncomp
2001,fold,1,ncomp
2002,pry,1,ncomp
2003,guarantee,1,ncomp
2004,sofa,1,ncomp
2005,mid-afternoon,1,ncomp
2006,orange,1,ncomp
2007,sesame,1,ncomp
2008,kung,1,ncomp
2009,pao,1,ncomp
2010,cheese,1,ncomp
2011,vegetable,1,ncomp
2012,lo,1,ncomp
2013,locker,2,ncomp
2014,cc,1,ncomp
2015,celebrity,1,ncomp
2016,mousey,1,ncomp
2017,arrival,1,ncomp
2018,future,1,ncomp
2019,showroom,1,ncomp
2020,dresser,1,ncomp
2021,egg,1,ncomp
2022,experience,1,ncomp
2023,17th,1,ncomp
2024,shampoo,1,ncomp
2025,sink,1,ncomp
2026,mildew,1,ncomp
2027,rack,1,ncomp
2028,salatim,1,ncomp
2029,pull,1,ncomp
2030,steering,1,ncomp
0,year,25,ncomp_lemma
1,wheel,4,ncomp_lemma
2,car,19,ncomp_lemma
3,police,6,ncomp_lemma
4,analyst,11,ncomp_lemma
5,research,7,ncomp_lemma
6,opinion,1,ncomp_lemma
7,state,22,ncomp_lemma
8,peace,19,ncomp_lemma
9,authority,1,ncomp_lemma
10,recruiting,7,ncomp_lemma
11,coalition,3,ncomp_lemma
12,business,39,ncomp_lemma
13,search,12,ncomp_lemma
14,grass,1,ncomp_lemma
15,root,3,ncomp_lemma
16,end,16,ncomp_lemma
17,camera,2,ncomp_lemma
18,customer,39,ncomp_lemma
19,fair,1,ncomp_lemma
20,wish,2,ncomp_lemma
21,opposition,1,ncomp_lemma
22,weapon,12,ncomp_lemma
23,war,4,ncomp_lemma
24,evacuation,1,ncomp_lemma
25,family,24,ncomp_lemma
26,decision,2,ncomp_lemma
27,church,5,ncomp_lemma
28,acquisition,1,ncomp_lemma
29,satellite,3,ncomp_lemma
30,imaging,1,ncomp_lemma
31,edge,2,ncomp_lemma
32,browser,1,ncomp_lemma
33,web,24,ncomp_lemma
34,source,10,ncomp_lemma
35,development,9,ncomp_lemma
36,self,12,ncomp_lemma
37,culture,2,ncomp_lemma
38,process,2,ncomp_lemma
39,style,8,ncomp_lemma
40,shock,1,ncomp_lemma
41,sweetheart,1,ncomp_lemma
42,arrest,1,ncomp_lemma
43,neocon,1,ncomp_lemma
44,striking,2,ncomp_lemma
45,prayer,1,ncomp_lemma
46,home,22,ncomp_lemma
47,doberman,1,ncomp_lemma
48,cocker,2,ncomp_lemma
49,access,7,ncomp_lemma
50,garden,1,ncomp_lemma
51,cell,10,ncomp_lemma
52,lng,1,ncomp_lemma
53,contact,7,ncomp_lemma
54,endowment,1,ncomp_lemma
55,execution,6,ncomp_lemma
56,e-mail,11,ncomp_lemma
57,domain,1,ncomp_lemma
58,pdf,1,ncomp_lemma
59,black,1,ncomp_lemma
60,turbine,3,ncomp_lemma
61,tier,1,ncomp_lemma
62,gas,27,ncomp_lemma
63,transportation,8,ncomp_lemma
64,vice,7,ncomp_lemma
65,bedroom,5,ncomp_lemma
66,love,7,ncomp_lemma
67,game,9,ncomp_lemma
68,team,5,ncomp_lemma
69,associate,5,ncomp_lemma
70,a,6,ncomp_lemma
71,address,1,ncomp_lemma
72,campaign,13,ncomp_lemma
73,pledge,1,ncomp_lemma
74,pledging,1,ncomp_lemma
75,life,4,ncomp_lemma
76,attorney,3,ncomp_lemma
77,client,11,ncomp_lemma
78,hover,1,ncomp_lemma
79,skidoo,1,ncomp_lemma
80,"""",1,ncomp_lemma
81,nymex,1,ncomp_lemma
82,settle,1,ncomp_lemma
83,spread,3,ncomp_lemma
84,employee,1,ncomp_lemma
85,hr,5,ncomp_lemma
86,vacation,7,ncomp_lemma
87,gisb,2,ncomp_lemma
88,master,12,ncomp_lemma
89,agreement,3,ncomp_lemma
90,phone,23,ncomp_lemma
91,system,12,ncomp_lemma
92,voice,7,ncomp_lemma
93,sample,5,ncomp_lemma
94,line,10,ncomp_lemma
95,sale,11,ncomp_lemma
96,asset,3,ncomp_lemma
97,transporter,2,ncomp_lemma
98,article,1,ncomp_lemma
99,tax,21,ncomp_lemma
100,bank,3,ncomp_lemma
101,fax,6,ncomp_lemma
102,credit,35,ncomp_lemma
103,firm,2,ncomp_lemma
104,electricity,9,ncomp_lemma
105,spot,2,ncomp_lemma
106,jump,1,ncomp_lemma
107,diffusion,1,ncomp_lemma
108,mean,3,ncomp_lemma
109,reversion,2,ncomp_lemma
110,price,32,ncomp_lemma
111,r,1,ncomp_lemma
112,hire,1,ncomp_lemma
113,summer,9,ncomp_lemma
114,finance,6,ncomp_lemma
115,cover,6,ncomp_lemma
116,payment,15,ncomp_lemma
117,termination,5,ncomp_lemma
118,share,1,ncomp_lemma
119,stock,11,ncomp_lemma
