,adj_word,adj_lemma,adj_id,adj_type,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
855,illegal,illegal,24,amod,illegal,1,entry,entry,25,26,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0007
856,likely,likely,3,root,likely,1,,,,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0008
857,certain,certain,7,conj,certain,1,,,,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0008
858,Arakan,arakan,6,amod,Arakan,1,rebels,rebel,7,31,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
859,thick,thick,15,ccomp,thick,1,,,,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0010
860,heavy,heavy,18,amod,heavy,1,toll,toll,19,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012
861,miserable,miserable,17,amod,miserable,1,situation,situation,19,42,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
862,Indian,indian,22,amod,Indian,1,navy,navy,23,42,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
863,blue,blue,38,amod,blue,1,water,water,39,42,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
864,new,new,9,root,new,1,,,,50,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
865,past,past,17,amod,"past, few",2,years,year,19,50,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
866,few,few,18,amod,"past, few",2,years,year,19,50,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
867,northeastern,northeastern,41,amod,"northeastern, Indian",2,states,state,43,50,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
868,Indian,indian,42,amod,"northeastern, Indian",2,states,state,43,50,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
869,Indian,indian,3,amod,Indian,1,army,army,4,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
870,solid,solid,9,xcomp,solid,1,,,,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
871,western,western,12,amod,western,1,front,front,13,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
872,Pakistani,pakistani,23,amod,Pakistani,1,adventure,adventure,24,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
873,vulnerable,vulnerable,33,xcomp,vulnerable,1,,,,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
874,eastern,eastern,36,amod,eastern,1,sector,sector,37,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
875,national,national,45,amod,national,1,army,army,46,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
876,secessionist,secessionist,51,amod,secessionist,1,militants,militant,58,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
877,terrorist,terrorist,53,conj,terrorist,1,,,,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
878,northeastern,northeastern,64,amod,northeastern,1,,,,68,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
879,major,major,6,amod,major,1,conduit,conduit,7,31,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
880,large,large,15,amod,large,1,islands,island,18,31,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
881,small,small,17,conj,small,1,,,,31,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
882,natural,natural,28,amod,natural,1,base,base,30,31,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
883,own,own,35,amod,own,1,use,use,36,53,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
884,east,east,49,amod,east,1,coast,coast,50,53,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
885,old,old,3,amod,old,1,news,news,4,17,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0020
886,strong,strong,12,amod,strong,1,network,network,13,17,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0020
887,unknown,unknown,4,root,unknown,1,,,,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0021
888,recent,recent,2,amod,recent,1,report,report,3,62,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
889,unnamed,unnamed,17,amod,unnamed,1,official,official,18,62,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
890,fake,fake,37,amod,"fake, Indian",2,cards,card,40,62,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
891,Indian,indian,38,amod,"fake, Indian",2,cards,card,40,62,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
892,natural,natural,58,amod,natural,1,resources,resource,59,62,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
893,official,official,2,amod,official,1,estimate,estimate,3,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0024
894,unofficial,unofficial,20,amod,unofficial,1,figures,figure,21,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0024
895,higher,higher,24,conj,higher,1,,,,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0024
896,large,large,2,amod,large,1,number,number,3,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0025
897,most,most,2,nsubj,most,1,,,,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
898,few,few,6,amod,"few, technical",2,skills,skill,8,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
899,technical,technical,7,amod,"few, technical",2,skills,skill,8,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
900,little,little,14,amod,little,1,demand,demand,15,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
901,other,other,27,amod,"other, unlawful",2,activities,activity,29,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
902,unlawful,unlawful,28,amod,"other, unlawful",2,activities,activity,29,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
903,dangerous,dangerous,20,xcomp,dangerous,1,,,,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
904,evident,evident,7,xcomp,"evident, unequipped",2,,,,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
905,little,little,12,amod,little,1,intelligence,intelligence,18,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
906,Indian,indian,22,amod,Indian,1,,,,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
907,unequipped,unequipped,27,conj,"evident, unequipped",2,,,,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
908,illegal,illegal,34,amod,illegal,1,migrants,migrant,35,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
909,unnamed,unnamed,2,amod,"unnamed, naval",2,officer,officer,4,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
910,naval,naval,3,amod,"unnamed, naval",2,officer,officer,4,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
911,profitable,profitable,15,amod,profitable,1,business,business,16,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
912,huge,huge,5,amod,"huge, strategic",2,importance,importance,7,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0030
913,strategic,strategic,6,amod,"huge, strategic",2,importance,importance,7,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0030
914,amazing,amazing,11,root,amazing,1,,,,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0030
915,lax,lax,13,nsubj,lax,1,,,,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0030
916,vital,vital,6,amod,vital,1,lanes,lane,8,35,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
917,Indian,indian,12,amod,Indian,1,intelligence,intelligence,13,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0033
918,recent,recent,2,amod,recent,1,months,month,3,10,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0034
919,evident,evident,9,xcomp,evident,1,,,,10,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0034
920,pro-India,pro-india,12,amod,"pro-India, political",2,leader,leader,14,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
921,political,political,13,amod,"pro-India, political",2,leader,leader,14,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
922,former,former,16,amod,"former, Bangladeshi, prime",3,minister,minister,19,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
923,Bangladeshi,bangladeshi,17,amod,"former, Bangladeshi, prime",3,minister,minister,19,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
924,prime,prime,18,amod,"former, Bangladeshi, prime",3,minister,minister,19,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
925,last,last,23,amod,last,1,,,,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
926,political,political,28,amod,political,1,rally,rally,29,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
927,recent,recent,35,amod,recent,1,coup,coup,37,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
928,Nepalese,nepalese,40,amod,Nepalese,1,,,,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
929,virtual,virtual,49,amod,"virtual, absolute",2,monarchy,monarchy,51,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
930,absolute,absolute,50,amod,"virtual, absolute",2,monarchy,monarchy,51,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
931,glaring,glaring,54,amod,glaring,1,examples,example,55,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
932,economic,economic,3,amod,economic,1,power,power,6,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
933,military,military,5,conj,military,1,,,,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
934,dependent,dependent,11,root,dependent,1,,,,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
935,smaller,smaller,13,amod,smaller,1,nations,nation,14,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
936,regional,regional,21,amod,regional,1,security,security,22,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
937,own,own,11,amod,own,1,nationals,national,12,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
938,much,much,28,amod,much,1,confidence,confidence,29,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
939,organized,organized,10,amod,"organized, anti-India",2,outfits,outfit,12,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0038
940,anti-India,anti-india,11,amod,"organized, anti-India",2,outfits,outfit,12,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0038
941,such,such,14,case,"such, Pakistani",2,,,,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0038
942,Pakistani,pakistani,17,amod,"such, Pakistani",2,,,,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0038
943,eastern,eastern,38,amod,eastern,1,flank,flank,39,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0038
944,Indian,indian,1,amod,Indian,1,intelligence,intelligence,2,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0039
945,lackluster,lackluster,4,amod,lackluster,1,performance,performance,5,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0039
946,startling,startling,12,root,startling,1,,,,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0039
947,formidable,formidable,2,amod,formidable,1,enemy,enemy,3,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0040
948,Indian,indian,8,amod,Indian,1,army,army,9,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0040
949,black,black,11,amod,black,1,eye,eye,12,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0040
950,northeastern,northeastern,21,amod,northeastern,1,,,,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0040
951,long,long,30,amod,long,1,time,time,31,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0040
952,Indian,indian,6,amod,Indian,1,officials,official,8,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0041
953,huge,huge,32,amod,huge,1,caches,cache,33,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0041
954,other,other,12,amod,other,1,groups,group,14,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0042
955,Indian,indian,13,amod,Indian,1,government,government,14,20,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0043
956,known,known,12,root,known,1,,,,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0044
957,local,local,14,amod,local,1,observers,observer,15,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0044
958,biggest,biggest,2,amod,"biggest, maritime",2,disaster,disaster,5,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0045
959,maritime,maritime,4,amod,"biggest, maritime",2,disaster,disaster,5,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0045
960,defunct,defunct,12,amod,defunct,1,,,,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0045
961,worth,worth,18,conj,worth,1,,,,41,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0046
962,several,several,19,advmod,several,1,,,,41,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0046
963,early,early,31,amod,early,1,,,,41,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0046
964,standard,standard,4,amod,standard,1,procedure,procedure,5,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0047
965,Indian,indian,15,amod,Indian,1,navy,navy,16,43,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0048
966,Indian,indian,34,amod,"Indian, naval",2,vessels,vessel,36,43,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0048
967,naval,naval,35,amod,"Indian, naval",2,vessels,vessel,36,43,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0048
968,east,east,41,amod,east,1,coast,coast,42,43,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0048
969,Thai,thai,5,amod,Thai,1,navy,navy,6,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0050
970,Thai,thai,21,amod,Thai,1,port,port,22,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0050
971,more,more,24,advmod,more,1,,,,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0051
972,main,main,8,amod,main,1,base,base,10,11,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0056
973,Norwegian,norwegian,9,amod,Norwegian,1,passport,passport,10,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0057
974,Thai,thai,14,amod,Thai,1,authorities,authority,15,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0057
975,involved,involved,12,root,involved,1,,,,34,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0058
976,Steady,steady,1,amod,Steady,1,buildup,buildup,2,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0059
977,real,real,2,amod,real,1,threat,threat,3,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0060
978,steady,steady,10,amod,steady,1,up,up,13,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0060
979,strong,strong,29,amod,"strong, militant",2,groups,group,31,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0060
980,militant,militant,30,amod,"strong, militant",2,groups,group,31,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0060
981,past,past,3,amod,past,1,decade,decade,4,15,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0061
982,active,active,17,xcomp,active,1,,,,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0062
983,anti-Indian,anti-indian,25,amod,anti-Indian,1,activities,activity,26,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0062
984,Pakistani,pakistani,7,amod,Pakistani,1,,,,55,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0063
985,such,such,18,case,such,1,,,,55,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0063
986,Bangladeshi,bangladeshi,11,amod,Bangladeshi,1,areas,area,13,28,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0064
987,involved,involved,20,amod,involved,1,terrorists,terrorist,19,28,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0064
988,northern,northern,13,amod,northern,1,,,,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0066
989,more,more,8,advmod,more,1,,,,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0068
990,larger,larger,12,amod,"larger, northern",2,islands,island,18,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0070
991,northern,northern,17,amod,"larger, northern",2,islands,island,18,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0070
992,large,large,22,amod,large,1,town,town,23,28,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0071
993,entire,entire,26,amod,entire,1,archipelago,archipelago,27,28,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0071
994,forbidden,forbidden,7,root,forbidden,1,,,,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0072
995,international,international,8,amod,international,1,journals,journal,9,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0073
996,regular,regular,13,amod,regular,1,contributor,contributor,14,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0073
997,quarterly,quarterly,12,amod,quarterly,1,journal,journal,13,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0074
998,Balochi,balochi,15,amod,"Balochi, active",2,insurgents,insurgent,16,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0002
999,active,active,19,acl:relcl,"Balochi, active",2,insurgents,insurgent,16,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0002
1000,Pakistani,pakistani,21,amod,Pakistani,1,,,,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0002
1001,Pakistani,pakistani,1,amod,Pakistani,1,officials,official,2,20,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0003
1002,many,many,7,amod,many,1,agents,agent,11,20,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0003
1003,Pakistani,pakistani,17,amod,Pakistani,1,official,official,18,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0004
1004,Indian,indian,10,amod,Indian,1,hand,hand,11,40,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0006
1005,Afghan,afghan,13,amod,Afghan,1,soil,soil,14,40,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0006
1006,new,new,4,amod,"new, regional",2,equations,equation,6,6,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0007
1007,regional,regional,5,amod,"new, regional",2,equations,equation,6,6,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0007
1008,past,past,3,amod,past,1,years,year,5,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0009
1009,landlocked,landlocked,6,amod,landlocked,1,,,,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0009
1010,constant,constant,11,amod,constant,1,interference,interference,12,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0009
1011,Central,central,22,amod,"Central, Asian",2,Republics,republic,24,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0009
1012,Asian,asian,23,amod,"Central, Asian",2,Republics,republic,24,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0009
1013,regional,regional,27,amod,regional,1,powers,power,28,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0009
1014,stable,stable,14,amod,stable,1,,,,24,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0011
1015,peaceful,peaceful,18,amod,peaceful,1,,,,24,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0011
1016,good,good,21,acl,good,1,reassurance,reassurance,7,24,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0011
1017,regional,regional,3,amod,regional,1,countries,country,4,30,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0013
1018,electoral,electoral,14,amod,electoral,1,process,process,15,30,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0013
1019,serious,serious,18,amod,serious,1,undercurrents,undercurrent,19,30,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0013
1020,favourite,favourite,26,amod,favourite,1,contenders,contender,27,30,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0013
1021,Afghan,afghan,11,amod,Afghan,1,leaders,leader,14,55,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0014
1022,Western,western,13,conj,Western,1,,,,55,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0014
1023,highest,highest,30,amod,highest,1,level,level,31,55,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0014
1024,anxious,anxious,17,acl:relcl,anxious,1,,,,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0016
1025,peaceful,peaceful,21,amod,peaceful,1,election,election,22,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0016
1026,alleged,alleged,29,amod,alleged,1,,,,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0016
1027,Pakistani,Pakistani,30,obl:npmod,Pakistani,1,,,,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0016
1028,Western,western,1,amod,"Western, involved",2,diplomats,diplomat,4,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0017
1029,Afghan,afghan,3,conj,Afghan,1,,,,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0017
1030,involved,involved,6,amod,"Western, involved",2,diplomats,diplomat,4,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0017
1031,flustered,flustered,8,amod,flustered,1,,,,10,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0019
1032,former,former,13,amod,former,1,commander,commander,15,40,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0021
1033,first,first,5,amod,first,1,time,time,6,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0022
1034,Western,western,26,amod,Western,1,diplomat,diplomat,27,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0022
1035,Afghan,afghan,2,amod,Afghan,1,official,official,3,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0024
1036,bigger,bigger,19,amod,bigger,1,threat,threat,20,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0024
1037,pleased,pleased,4,root,pleased,1,,,,8,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0025
1038,terrorist,terrorist,14,amod,terrorist,1,activity,activity,15,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0026
1039,next,next,2,amod,next,1,day,day,3,25,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0027
1040,angry,angry,5,amod,angry,1,,,,25,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0027
1041,Pakistani,pakistani,14,amod,Pakistani,1,troops,troops,15,25,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0027
1042,clear,clear,20,amod,clear,1,snub,snub,21,25,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0027
1043,open,open,10,ccomp,open,1,,,,11,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0028
1044,Pakistani,pakistani,2,amod,Pakistani,1,officials,official,3,14,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0029
1045,unconnected,unconnected,9,ccomp,unconnected,1,,,,14,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0029
1046,tripartite,tripartite,12,amod,tripartite,1,meeting,meeting,13,14,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0029
1047,military,military,4,amod,military,1,officers,officer,5,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0030
1048,early,early,12,ccomp,early,1,,,,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0030
1049,tough,tough,18,amod,tough,1,message,message,19,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0030
1050,instrumental,instrumental,21,ccomp,instrumental,1,,,,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0030
1051,visible,visible,4,amod,visible,1,signs,sign,5,13,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0031
1052,large,large,6,amod,large,1,force,force,7,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0032
1053,better,better,5,amod,"better, tactical",2,cooperation,cooperation,7,32,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0033
1054,tactical,tactical,6,amod,"better, tactical",2,cooperation,cooperation,7,32,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0033
1055,several,several,2,amod,several,1,days,day,3,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0034
1056,key,key,20,amod,key,1,point,point,22,28,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0034
1057,military,military,3,amod,military,1,officers,officer,4,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0035
1058,regular,regular,6,amod,"regular, many",2,officers,officer,8,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0035
1059,many,many,10,acl:relcl,"regular, many",2,officers,officer,8,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0035
1060,Pashtun,pashtun,13,amod,Pashtun,1,,,,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0035
1061,sympathetic,sympathetic,28,xcomp,sympathetic,1,,,,38,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0035
1062,same,same,3,amod,same,1,time,time,4,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0036
1063,oblivious,oblivious,8,xcomp,oblivious,1,,,,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0036
